config_name,nonlinearity,interaction,sparse_beta,skewness_level,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,False,False,False,0.3,False,1.0,1.0,-0.12987294341369549,0.3898185534811426,0.13509152320719348,0.78,0.84,0.8701270565863045
1_非线性,True,False,False,0.3,False,1.0,1.0,0.06834244647332643,1.2654915845186896,1.596798260497665,1.0,0.4,1.0683424464733264
2_交互,False,True,False,0.3,False,1.0,1.0,-0.12937738175343316,0.3954833534150254,0.13966857591902027,0.76,0.86,0.8706226182465668
3_稀疏性,False,False,True,0.3,False,1.0,1.0,-0.008413028474270834,0.10929522663758197,0.011874667517651509,0.88,1.0,0.9915869715257292
4_偏态,False,False,False,2.0,False,1.0,1.0,-0.24175186564775109,0.5794187610870497,0.27728213615548347,0.76,0.62,0.7582481343522489
5_异质性,False,False,False,0.3,True,1.0,1.0,-0.11173428312726386,0.3902707396261959,0.1398267001824144,0.76,0.86,0.8882657168727361
