config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.008276368516648591,0.0543437567932066,0.0028847456265758153,0.92,1.0,0.9917236314833514
inter_0.25,400,5,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.004969234019391866,0.05902438829014714,0.0034591851262865776,0.95,1.0,0.9950307659806081
inter_0.5,400,5,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0012997598054651505,0.07764256538339458,0.006026678583762798,0.89,1.0,0.9987002401945348
inter_1.0,400,5,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.012868469575666008,0.12366872515795026,0.015128356072972795,0.89,1.0,1.012868469575666
hete_0.15,400,5,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.008395713124549231,0.05666860316182416,0.0031408425854425803,0.93,1.0,0.9916042868754508
hete_0.3,400,5,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.007257572822192748,0.06514160910948522,0.004190756874103535,0.94,1.0,0.9927424271778073
hete_0.5,400,5,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.004548463018419158,0.07936010083616378,0.0062773370888961596,0.88,1.0,0.9954515369815808
noise_0.5,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.006657717109017636,0.029089154769520665,0.0008018537281014207,0.91,1.0,0.9933422828909824
noise_1.0,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.012078036778951584,0.054917797036035665,0.0028700854588575003,0.92,1.0,0.9879219632210484
noise_2.0,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015064196085704307,0.10572202939812277,0.010950217496348986,0.93,1.0,0.9849358039142957
rho_0.3,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.014449839731510705,0.05569530914583278,0.002893169592583539,0.92,1.0,0.9855501602684893
rho_0.5,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.01043589885724705,0.05896991695366738,0.0033685431205637416,0.92,1.0,0.989564101142753
rho_0.7,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.011540585701934392,0.05527253788329216,0.002921868325716276,0.93,1.0,0.9884594142980656
s1_0.5,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.01781885931528171,0.10582464549149218,0.010881343846102199,0.91,1.0,0.9821811406847183
s1_1.0,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01092197977787479,0.05476620802626016,0.0028800478993072963,0.94,1.0,0.9890780202221252
s1_2.0,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.006284875951142355,0.029892602005150988,0.0008540679889171103,0.94,1.0,0.9937151240488576
