config_name,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.010904217451898623,0.03972593176175064,0.00145924769610098,0.92,1.0,0.9890957825481014
1_非线性,1.0,0.0,0,0.3,0.0,1.0,1.0,-0.013276591617183864,0.043006460241691,0.0016732877375506751,0.9,1.0,0.9867234083828161
2_交互,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.017035512436664346,0.05558137148483678,0.0027990801721556827,0.92,1.0,0.9829644875633357
3_稀疏性,0.0,0.0,5,0.3,0.0,1.0,1.0,-0.0145428285422875,0.04375787949951036,0.0017032581562832969,0.9,1.0,0.9854571714577125
4_偏态,0.0,0.0,0,2.0,0.0,1.0,1.0,-0.015567669994602351,0.04687004320403333,0.0019544486008871093,0.9,1.0,0.9844323300053976
5_异质性,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.014520346059428979,0.04864885982134982,0.0021558711122317735,0.94,1.0,0.985479653940571
