config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,400,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0211281874139434,0.05758308284057183,0.0028694111260254397,0.89,1.0,0.9788718125860566
inter_0.25,400,30,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.026472676947512874,0.06555370364296645,0.0035964854365424896,0.95,1.0,0.9735273230524871
inter_0.5,400,30,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03245460040549997,0.08296407979781827,0.005829737449218076,0.91,1.0,0.9675453995945
inter_1.0,400,30,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02894969421224014,0.11669740856292567,0.012780200370320178,0.94,1.0,0.9710503057877599
hete_0.15,400,30,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02407060236465053,0.06070510525431899,0.003105715905740836,0.92,1.0,0.9759293976353495
hete_0.3,400,30,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.028116493210924798,0.06789912350390151,0.0038197537821180773,0.95,1.0,0.9718835067890752
hete_0.5,400,30,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.029630036903416368,0.07822416776196191,0.005241081335153738,0.92,1.0,0.9703699630965836
noise_0.5,400,30,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.01188008066105628,0.029948764949630627,0.0007557922054950213,0.94,1.0,0.9881199193389437
noise_1.0,400,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018520816813395014,0.05507778245127308,0.0026905414643144353,0.9,1.0,0.981479183186605
noise_2.0,400,30,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.029252631593621015,0.10146290252834012,0.00943900413432333,0.92,1.0,0.970747368406379
rho_0.3,400,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.018044443194429216,0.05108637878750586,0.0022842161674235515,0.96,1.0,0.9819555568055708
rho_0.5,400,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.018684422606609408,0.05315353274708183,0.0024761903953527224,0.95,1.0,0.9813155773933906
rho_0.7,400,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0180778165800759,0.054829797869497765,0.002679499282107116,0.9,1.0,0.9819221834199241
s1_0.5,400,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.02605835853165739,0.10013161194321375,0.009347301660981933,0.96,1.0,0.9739416414683426
s1_1.0,400,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.019241470106200365,0.05640268857370683,0.0028110291064947523,0.89,1.0,0.9807585298937996
s1_2.0,400,30,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.012038008479791973,0.029723464144070733,0.000738570672564315,0.91,1.0,0.987961991520208
