config_name,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.01128838213693717,0.04378981656148022,0.0017901204632185651,0.94,1.0,0.9887116178630628
1_非线性,1.0,0.0,0,0.3,0.0,1.0,1.0,-0.013508716611301819,0.045741259109906826,0.0019097773604751739,0.92,1.0,0.9864912833886982
2_交互,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.01639613468682266,0.05946148155591559,0.0032668345561560567,0.9,1.0,0.9836038653131773
3_稀疏性,0.0,0.0,5,0.3,0.0,1.0,1.0,-0.013334958037932498,0.044742127773574565,0.0018240368918334515,0.9,1.0,0.9866650419620675
4_偏态,0.0,0.0,0,2.0,0.0,1.0,1.0,-0.01276264536167826,0.04397035154640471,0.0017705066984864432,0.9,1.0,0.9872373546383217
5_异质性,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.016863688072478622,0.050308634372066105,0.002246574716976373,0.9,1.0,0.9831363119275214
