config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0008485140644618472,0.1630370370698487,0.02658035548039764,0.89,0.11,1.0008485140644618
inter_0.25,50,30,2,100,0.0,0,0.3,0.25,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0005997897016110088,0.17648481906547642,0.031146531612887787,0.9,0.1,1.000599789701611
inter_0.5,50,30,2,100,0.0,0,0.3,0.5,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0008611149398221052,0.21398109087284187,0.04578716573219183,0.91,0.09,1.000861114939822
inter_1.0,50,30,2,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.009661780872540326,0.31587791887786537,0.09968550962498232,0.92,0.08,1.0096617808725403
hete_0.15,50,30,2,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0047786862986523015,0.16597076987728523,0.027523460610917844,0.91,0.09,0.9952213137013477
hete_0.3,50,30,2,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0014171263465950767,0.18107761984648144,0.032787096162184635,0.9,0.1,0.9985828736534049
hete_0.5,50,30,2,100,0.0,0,0.3,0.0,0.5,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.006301878365317037,0.2136102521869024,0.0455896261684208,0.91,0.09,1.006301878365317
noise_0.5,50,30,2,100,0.0,0,0.3,0.0,0.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,0.001397315840970137,0.08658217187454617,0.007494519994954026,0.91,0.09,1.0013973158409701
noise_1.0,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0014202701401123674,0.16493777033830948,0.027202450916902033,0.91,0.09,0.9985797298598876
noise_2.0,50,30,2,100,0.0,0,0.3,0.0,0.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0026243913014988296,0.305711929458535,0.09345289638355692,0.9,0.1,0.9973756086985012
rho_0.3,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.0034832220873449726,0.15574916128733907,0.024245668405599788,0.95,0.05,0.996516777912655
rho_0.5,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,0.0050221023616841,0.16778093384342865,0.028125220249241748,0.89,0.11,1.005022102361684
rho_0.7,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0024512405629930623,0.16912223016202071,0.028596320154677838,0.91,0.09,1.002451240562993
s1_0.5,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,0.04789832647495973,0.3221381182960886,0.10147871758024296,0.87,0.13,1.0478983264749597
s1_1.0,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0007046314515006813,0.17256814919440752,0.02977926961090084,0.9,0.1,1.0007046314515007
s1_2.0,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.008400750867666895,0.0972754086827516,0.009391932519255738,0.89,0.11,0.9915992491323331
