config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018195411869043335,0.04160670331513408,0.0014000447476694663,0.94,0.06,0.9818045881309565
inter_0.25,800,5,2,100,0.0,0.25,0,0.3,0.0,1.0,1.001108263797683,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01837702608352275,0.04516573589652436,0.0018230204416556936,0.93,0.07,0.9827312377141602
inter_0.5,800,5,2,100,0.0,0.5,0,0.3,0.0,1.0,1.001730060751253,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016459579860041266,0.05336015439967947,0.003042060939123084,0.94,0.06,0.9852704808912116
inter_1.0,800,5,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0043719547204757,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.010466376552045818,0.07986131689546469,0.008111753079980856,0.94,0.06,0.9939055781684302
hete_0.15,800,5,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0006290157192586,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0193055027199041,0.04308591557395189,0.0015375983477219314,0.93,0.07,0.9813235129993545
hete_0.3,800,5,2,100,0.0,0.0,0,0.3,0.3,1.0,1.001450091791725,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.020753152137767295,0.047440987930559786,0.00199436280435598,0.91,0.09,0.9806969396539575
hete_0.5,800,5,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0024334301924787,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.019220673915688394,0.05428516538886245,0.0030591631019234377,0.94,0.06,0.9832127562767902
noise_0.5,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.011837996114477474,0.022229945201010372,0.00035403231163354037,0.93,0.07,0.9881620038855226
noise_1.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.020592797705992608,0.042384169521944424,0.0013723545087049884,0.94,0.06,0.9794072022940074
noise_2.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03054128790504247,0.07764027577194882,0.00509524215504557,0.94,0.06,0.9694587120949575
s1_0.5,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.03541514829942298,0.07900468594962481,0.004987507672928723,0.93,0.07,0.9645848517005768
s1_1.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02084251499276498,0.0424709216577249,0.0013693687552329722,0.94,0.06,0.979157485007235
s1_2.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.012138832162007365,0.022400498621035103,0.00035443109221361125,0.94,0.06,0.9878611678379927
ind_nl_mD,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,1.0,0.25,-0.017802236516884715,0.03940101602970398,0.0012355204391698864,0.94,0.06,0.9821977634831153
ind_nl_mY,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,2.0,0.0,-0.019121456536529892,0.04086906564635499,0.0013046504267276722,0.94,0.06,0.9808785434634701
ind_nl_both,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,2.0,0.0,-0.023489464675952497,0.04116242743465323,0.001142590481550273,0.92,0.08,0.9765105353240476
ind_skew_Dpos,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,4.0,1.0,0.25,-0.06707504618611909,0.18484382856042714,0.029668179136006567,0.95,0.05,0.9329249538138811
ind_skew_Dneg,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,-4.0,1.0,0.25,-0.09199198957380883,0.194644320221798,0.029423885248858094,0.91,0.09,0.9080080104261912
ind_skew_Y,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,4.0,0.0,-0.010039640488878952,0.020449569586800914,0.00031739051513947537,0.95,0.05,0.989960359511121
