config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022014843724041833,0.06051747296513548,0.0031777111898919214,0.87,1.0,0.9779851562759582
inter_0.25,400,10,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.029140258336826874,0.0654112885225073,0.0034294820102376846,0.91,1.0,0.9708597416631731
inter_0.5,400,10,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03587541803234895,0.07847224093332741,0.004870846978102394,0.91,1.0,0.964124581967651
inter_1.0,400,10,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03908211969740838,0.10993832316968738,0.01055902282132007,0.9,1.0,0.9609178803025916
hete_0.15,400,10,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.025476935992100103,0.06141702866977781,0.0031229771430787596,0.88,1.0,0.9745230640078999
hete_0.3,400,10,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02921436103410513,0.0653977192036528,0.003423382786408774,0.91,1.0,0.9707856389658949
hete_0.5,400,10,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.034051194530748785,0.07748661243684551,0.0048446912579670105,0.92,1.0,0.9659488054692512
noise_0.5,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.011786989535286008,0.03108007125381983,0.0008270377068375712,0.89,1.0,0.988213010464714
noise_1.0,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.021340042575161533,0.058756832655958775,0.00299696796665064,0.88,1.0,0.9786599574248385
noise_2.0,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0324433794906569,0.10793729246394722,0.010597886231672895,0.9,1.0,0.9675566205093431
rho_0.3,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.016292052052294115,0.05013090521899033,0.002247676698000732,0.93,1.0,0.9837079479477059
rho_0.5,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.0173540016458692,0.05230221688071155,0.002434360517512148,0.9,1.0,0.9826459983541308
rho_0.7,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01952836029729521,0.05777448317108246,0.0029565340497847113,0.89,1.0,0.9804716397027048
s1_0.5,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.03072689095769987,0.10599966637138077,0.010291787442917654,0.91,1.0,0.9692731090423001
s1_1.0,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.019410009631125824,0.058264978176629,0.0030180592080426565,0.89,1.0,0.9805899903688742
s1_2.0,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.010700706011245287,0.02904786899855255,0.0007292735842179671,0.92,1.0,0.9892992939887547
