config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.000536635786318389,0.169183207142299,0.02862266960098689,0.85,0.15,1.0005366357863184
inter_0.25,50,20,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0046489206233806,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0039524753630831525,0.1911048358439318,0.03981083211995608,0.85,0.15,1.0086013959864637
inter_0.5,50,20,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0084167902590817,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.005719321210548051,0.22732268767771346,0.06292883680026708,0.9,0.1,1.01413611146963
inter_1.0,50,20,2,100,0.0,1.0,0,0.3,0.0,1.0,1.016235272791387,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0031234415070867305,0.32598056625927774,0.1454794132710847,0.96,0.04,1.019358714298474
hete_0.15,50,20,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0025724510950809,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.003465267004606641,0.18130795175282402,0.03422175832543466,0.85,0.15,1.0060377180996876
hete_0.3,50,20,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0044541746895954,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0005990652758352954,0.19507651681037105,0.04256209008168633,0.87,0.13,1.0038551094137604
hete_0.5,50,20,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0082030788481149,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0038419718914019995,0.22513921116538574,0.06131790817272297,0.91,0.09,1.0043611069567129
noise_0.5,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,0.008813418228920806,0.09622493897385133,0.009181562539643537,0.84,0.16,1.0088134182289208
noise_1.0,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0003856515885294598,0.1672738760584022,0.02798040088445396,0.87,0.13,1.0003856515885294
noise_2.0,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.004648816079748014,0.3046240537249162,0.09277420261685734,0.91,0.09,0.9953511839202521
s1_0.5,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,0.02516174286695935,0.30418858545894123,0.09189758221940864,0.88,0.12,1.0251617428669593
s1_1.0,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.003501769991948045,0.1661219541144175,0.02758424124571612,0.87,0.13,0.996498230008052
s1_2.0,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.011784724753722484,0.08785646079070164,0.007579877965147094,0.89,0.11,0.9882152752462775
ind_nl_mD,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,1.0,0.25,-0.027572316595765933,0.16869234195952112,0.027696873593330857,0.86,0.14,0.9724276834042339
ind_nl_mY,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,2.0,0.0,0.005159954806287788,0.16823150813738685,0.028275215196576723,0.88,0.12,1.005159954806288
ind_nl_both,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,2.0,0.0,-0.05333085371751355,0.16982232411033135,0.025995441807995602,0.89,0.11,0.9466691462824862
ind_skew_Dpos,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,4.0,1.0,0.25,0.03416588822664287,0.5734778764726062,0.32770956688521424,0.92,0.08,1.034165888226643
ind_skew_Dneg,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,-4.0,1.0,0.25,-0.23581638678120606,0.6938262152137041,0.42578544864322987,0.85,0.15,0.7641836132187939
ind_skew_Y,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,4.0,0.0,0.021513237784166694,0.10158383916247848,0.009856456979030202,0.88,0.12,1.0215132377841667
