config_name,nonlinearity,interaction,sparse_beta,skewness_level,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,False,False,False,0.3,False,1.0,1.0,-0.10024388937891948,0.2994412625441859,0.07961623235624297,0.8,0.8,0.8997561106210805
1_非线性,True,False,False,0.3,False,1.0,1.0,-0.6403342859931304,1.203365146381104,1.0380596777064837,1.0,0.2,0.35966571400686964
2_交互,False,True,False,0.3,False,1.0,1.0,-0.102322760764195,0.33092831107446147,0.09904359970018888,0.8,0.8,0.897677239235805
3_稀疏性,False,False,True,0.3,False,1.0,1.0,0.019098301505434234,0.128092641502609,0.016042979686723427,0.8,1.0,1.0190983015054342
4_偏态,False,False,False,2.0,False,1.0,1.0,-0.3037176748222983,0.47979081728498957,0.13795480235153496,0.8,0.8,0.6962823251777017
5_异质性,False,False,False,0.3,True,1.0,1.0,-0.27139663772079015,0.4431538038106054,0.12272915886565876,0.8,0.8,0.7286033622792099
