config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.010802103699552923,0.17904474786385355,0.031940336293294985,0.83,1.0,0.9891978963004471
inter_0.25,50,3,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.012756236292282952,0.17983908153806158,0.032179373684108996,0.83,1.0,0.987243763707717
inter_0.5,50,3,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014014525677545908,0.17827474471251997,0.03158547767234757,0.83,1.0,0.9859854743224541
inter_1.0,50,3,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01397063635602147,0.17820700847031115,0.03156255918774536,0.83,1.0,0.9860293636439785
hete_0.15,50,3,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016481676864550265,0.17756705931851857,0.03125841488275884,0.83,1.0,0.9835183231354497
hete_0.3,50,3,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017361165403777412,0.17750727824998022,0.031207423767538583,0.83,1.0,0.9826388345962226
hete_0.5,50,3,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017837999588764863,0.17824898103647022,0.03145450501121114,0.83,1.0,0.9821620004112351
noise_0.5,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.01791496397643899,0.1782738938395964,0.031460635290454585,0.83,1.0,0.982085036023561
noise_1.0,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015269585381580075,0.17861651824056624,0.031670700350657166,0.83,1.0,0.9847304146184199
noise_2.0,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01935454886367327,0.18125012152462858,0.03247700799097631,0.82,1.0,0.9806454511363267
rho_0.3,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.024219980874631508,0.18060023167618555,0.03202983620792438,0.82,1.0,0.9757800191253685
rho_0.5,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.023727541263885432,0.18032191734824687,0.03195299766171859,0.82,1.0,0.9762724587361146
rho_0.7,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02481261817894609,0.18058684036280537,0.0319959408913272,0.82,1.0,0.9751873818210539
s1_0.5,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.022015458035468227,0.17972743764649685,0.03181727145046395,0.83,1.0,0.9779845419645318
s1_1.0,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.023533250912334047,0.17974757906502717,0.031755378281235334,0.83,1.0,0.976466749087666
s1_2.0,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.021900935384408626,0.1788564991784508,0.031509996327659134,0.83,1.0,0.9780990646155914
