config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.042873175235163874,0.20258264069795143,0.0392016171574102,0.88,1.0,0.9571268247648361
inter_0.25,50,3,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04062142246537748,0.21688575893845827,0.04538933246720036,0.84,0.99,0.9593785775346225
inter_0.5,50,3,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03887958448784057,0.25203042292333283,0.062007711988966874,0.85,0.98,0.9611204155121594
inter_1.0,50,3,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03538826960020103,0.3604098288779158,0.12864291512651205,0.84,0.9,0.964611730399799
hete_0.15,50,3,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04199096264800162,0.2087941835467069,0.04183177013883008,0.82,0.99,0.9580090373519984
hete_0.3,50,3,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03512015246292066,0.21562854525358613,0.04526224441915904,0.85,1.0,0.9648798475370793
hete_0.5,50,3,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03853176120037405,0.24051496674385686,0.05636275260659593,0.86,0.99,0.961468238799626
noise_0.5,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.014528577612745064,0.09812389416339397,0.009417219038339386,0.85,1.0,0.9854714223872549
noise_1.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04507301684440468,0.19113053393533655,0.034499304154950845,0.89,1.0,0.9549269831555953
noise_2.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.09523933113923488,0.37759081511332926,0.13350429346209958,0.86,0.78,0.9047606688607651
rho_0.3,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.04400924217117974,0.19790129066783083,0.03722810745151172,0.83,1.0,0.9559907578288203
rho_0.5,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.042700347807844596,0.19798700332695734,0.03737553378347774,0.83,1.0,0.9572996521921554
rho_0.7,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04463868602196397,0.19059924315098808,0.034335459199962004,0.9,1.0,0.955361313978036
s1_0.5,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.08333109078646928,0.3638770967143662,0.12546247082161338,0.84,0.87,0.9166689092135307
s1_1.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04591228216714649,0.19154216318012776,0.034580462621927,0.9,1.0,0.9540877178328535
s1_2.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.027804519783434678,0.0973377601526377,0.008701548231145013,0.86,1.0,0.9721954802165653
