config_name,theta_hat,se,true_effect,true_theta,z,run_id,seed_used,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1
0_base,0.976781337304884,0.02091544343615682,1.0,1.0,-1.1101205081302525,0,60,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9933364764783178,0.023583850579941834,1.0,1.0,-0.2825460371322721,1,61,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9921241153668175,0.022446384681614515,1.0,1.0,-0.3508754191330181,2,62,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.016668718027167,0.023784507608409552,1.0,1.0,0.7008224976359553,3,63,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9870905498736234,0.022911121446591,1.0,1.0,-0.5634578017697773,4,64,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.994884314998044,0.022812160225901653,1.0,1.0,-0.22425254562904198,5,65,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9583490375007703,0.02289432412236931,1.0,1.0,-1.8192702381868486,6,66,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9930631652278651,0.023465924337216074,1.0,1.0,-0.29561310572937266,7,67,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9429548812183941,0.022376256644319317,1.0,1.0,-2.5493593360303186,8,68,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9816840458597886,0.023351611047905726,1.0,1.0,-0.7843550538177545,9,69,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9653285942016505,0.02308537303194843,1.0,1.0,-1.501877649989318,10,70,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0162544963942124,0.023059754370804025,1.0,1.0,0.704885929521965,11,71,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9406555965565885,0.022339741181226107,1.0,1.0,-2.656449909692035,12,72,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9863098628802403,0.022734145924184067,1.0,1.0,-0.6021839204083094,13,73,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9801323400510802,0.021016134601116992,1.0,1.0,-0.9453527171387579,14,74,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0064431607056263,0.022983927982583748,1.0,1.0,0.28033331424065955,15,75,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0054947055975523,0.022206313786100062,1.0,1.0,0.24743888834857675,16,76,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9915444359817965,0.022152325332968785,1.0,1.0,-0.38170096778143864,17,77,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9805294629296288,0.021934783568528415,1.0,1.0,-0.887655764167516,18,78,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9785270624694952,0.02125358610865293,1.0,1.0,-1.0103206781542904,19,79,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9640478572607432,0.023338590010879682,1.0,1.0,-1.5404590732558023,20,80,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9731159490640788,0.024686511562872517,1.0,1.0,-1.0890178171772822,21,81,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9755526730829742,0.022596201063699826,1.0,1.0,-1.0819219942373295,22,82,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0141319740628802,0.022696183977904735,1.0,1.0,0.622658596556939,23,83,2000,5,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
