config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,50,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.012966097955249611,0.16853238529967646,0.028235045198613477,0.89,1.0,0.9870339020447504
inter_0.25,50,10,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014076917074067219,0.1630506866314,0.02638736681666083,0.93,1.0,0.9859230829259328
inter_0.5,50,10,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016293592375608457,0.19875782873029577,0.03923919332907909,0.95,0.99,0.9837064076243915
inter_1.0,50,10,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014251857961934844,0.3073845849254707,0.09428216759443671,0.96,0.85,0.9857481420380652
hete_0.15,50,10,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0122523924661323,0.16316747437009319,0.026473503571170884,0.92,1.0,0.9877476075338677
hete_0.3,50,10,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0099805553824599,0.17149257996484557,0.0293100934972566,0.93,0.99,0.9900194446175401
hete_0.5,50,10,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01439539078166352,0.20076371170588517,0.040098840662166964,0.95,0.99,0.9856046092183365
noise_0.5,50,10,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.0032200668231435747,0.08891387144953357,0.007895307705798672,0.88,1.0,0.9967799331768564
noise_1.0,50,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017333180282639526,0.17306541287726518,0.029651197995667775,0.89,1.0,0.9826668197173605
noise_2.0,50,10,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.030594110939708652,0.31933385156088473,0.101038109128518,0.89,0.9,0.9694058890602913
rho_0.3,50,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.01241501824804303,0.1552186938107318,0.023938710230210467,0.93,1.0,0.987584981751957
rho_0.5,50,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.01908192928094732,0.16412841461816338,0.02657401645998868,0.9,1.0,0.9809180707190527
rho_0.7,50,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.025308466230815174,0.17576467765909407,0.03025270344964892,0.88,1.0,0.9746915337691848
s1_0.5,50,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.034161459629103774,0.28310998736157006,0.07898425961987746,0.9,0.92,0.9658385403708962
s1_1.0,50,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.029628797560199982,0.1690925142369159,0.027714412726098286,0.89,1.0,0.9703712024398
s1_2.0,50,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.017533269161632004,0.09018427427035697,0.007825787798176729,0.89,1.0,0.982466730838368
