config_index,config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0,0_基准,100,5,2,50,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0208505346207873,0.1219571072875663,0.0144387912239783,0.92,1.0,0.9791494653792128
1,1_非线性,100,5,2,50,1.0,0.0,0,0.3,0.0,1.0,1.0,-0.0194261881196191,0.1219212114937881,0.0144874050272541,0.92,1.0,0.9805738118803808
2,2_交互,100,5,2,50,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0001766719925795,0.1392462160470023,0.0193894774704154,0.9,1.0,0.9998233280074204
3,3_稀疏性,100,5,2,50,0.0,0.0,5,0.3,0.0,1.0,1.0,-0.0159226954446576,0.1165654614079345,0.0133339745630213,0.94,1.0,0.9840773045553424
4,4_偏态,100,5,2,50,0.0,0.0,0,2.0,0.0,1.0,1.0,-0.0153998903760387,0.1166390046127714,0.0133675007734641,0.94,1.0,0.9846001096239612
5,5_异质性,100,5,2,50,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0139492041348536,0.1248665521238668,0.0153970755433065,0.86,1.0,0.9860507958651464
0,0_基准,100,5,3,50,0.0,0.0,0,0.3,0.0,1.0,1.0,0.0117998454385037,0.1142020338657979,0.0129028681867122,0.86,1.0,1.0117998454385038
1,1_非线性,100,5,3,50,1.0,0.0,0,0.3,0.0,1.0,1.0,0.012479872609094,0.1141619401407405,0.0128772013563588,0.86,1.0,1.012479872609094
2,2_交互,100,5,3,50,0.0,0.5,0,0.3,0.0,1.0,1.0,0.0122645309659676,0.1140066857064627,0.0128471056659569,0.86,1.0,1.0122645309659677
3,3_稀疏性,100,5,3,50,0.0,0.0,5,0.3,0.0,1.0,1.0,0.0098218664234044,0.1143729353347618,0.0129846992770504,0.86,1.0,1.0098218664234044
4,4_偏态,100,5,3,50,0.0,0.0,0,2.0,0.0,1.0,1.0,0.008353669023295,0.1136545711964427,0.0128475777676965,0.86,1.0,1.008353669023295
