config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04287317523516393,0.20258264069795145,0.03920161715741021,0.88,0.12,0.9571268247648361
inter_0.25,50,3,2,100,0.0,0.25,0,0.3,0.0,1.0,0.9959991533255477,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.036620575790924974,0.21666135419355073,0.045389332467200345,0.82,0.18,0.9593785775346225
inter_0.5,50,3,2,100,0.0,0.5,0,0.3,0.0,1.0,0.9932146207683504,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0320942052561911,0.24897179321880653,0.06200771198896685,0.84,0.16,0.9611204155121594
inter_1.0,50,3,2,100,0.0,1.0,0,0.3,0.0,1.0,0.9861212528889781,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02150952248917906,0.352199587100062,0.12864291512651208,0.86,0.14,0.964611730399799
hete_0.15,50,3,2,100,0.0,0.0,0,0.3,0.15,1.0,0.9978160341530381,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.039806996801039676,0.20852195413902988,0.041831770138830084,0.86,0.14,0.9580090373519984
hete_0.3,50,3,2,100,0.0,0.0,0,0.3,0.3,1.0,0.9953173650440221,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03043751750694292,0.213888168751638,0.04526224441915904,0.82,0.18,0.9648798475370793
hete_0.5,50,3,2,100,0.0,0.0,0,0.3,0.5,1.0,0.991825055210771,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.030356816411145043,0.2365632588484172,0.05636275260659593,0.85,0.15,0.961468238799626
noise_0.5,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.014528577612744937,0.098123894163394,0.00941721903833939,0.85,0.15,0.9854714223872549
noise_1.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.045073016844404644,0.19113053393533655,0.03449930415495085,0.89,0.11,0.9549269831555953
noise_2.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.09523933113923479,0.37759081511332926,0.13350429346209958,0.86,0.14,0.9047606688607651
rho_0.3,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.04400924217117971,0.1979012906678308,0.03722810745151171,0.83,0.17,0.9559907578288203
rho_0.5,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.04270034780784438,0.19798700332695734,0.03737553378347774,0.83,0.17,0.9572996521921554
rho_0.7,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04463868602196385,0.19059924315098808,0.03433545919996202,0.9,0.1,0.9553613139780363
s1_0.5,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.08333109078646941,0.36387709671436613,0.12546247082161338,0.84,0.16,0.9166689092135306
s1_1.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04591228216714659,0.1915421631801278,0.034580462621927016,0.9,0.1,0.9540877178328535
s1_2.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.02780451978343472,0.09733776015263769,0.00870154823114501,0.86,0.14,0.9721954802165653
