config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.00846359764088378,0.11157282008628595,0.012376861696979958,0.91,1.0,0.9915364023591162
inter_0.25,100,30,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.007161827296210843,0.11202414467631742,0.012498117220239746,0.91,1.0,0.9928381727037892
inter_0.5,100,30,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.005928356402989832,0.11041685767385001,0.012156737048926381,0.92,1.0,0.9940716435970102
inter_1.0,100,30,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.003384734821703761,0.10888293634317085,0.01184403739689774,0.93,1.0,0.9966152651782962
hete_0.15,100,30,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.002321619393740759,0.1091743795837481,0.011913655240886918,0.93,1.0,0.9976783806062592
hete_0.3,100,30,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0017539807680122532,0.1090746792336728,0.011894209201394057,0.93,1.0,0.9982460192319877
hete_0.5,100,30,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.001726319635444451,0.10904445839845996,0.011887713727929747,0.93,1.0,0.9982736803645555
noise_0.5,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.0025602821677740417,0.10979501834113117,0.012048391007750705,0.93,1.0,0.997439717832226
noise_1.0,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.001941640485433882,0.10931833164404017,0.011946727665661678,0.93,1.0,0.9980583595145661
noise_2.0,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0013230826097349047,0.10919821272784046,0.011922499115362514,0.93,1.0,0.9986769173902651
rho_0.3,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-7.412582000521084e-05,0.10909142241100477,0.011900932949019083,0.93,1.0,0.9999258741799948
rho_0.5,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.0017200135446370224,0.11045878604797543,0.01219818496859868,0.93,1.0,0.998279986455363
rho_0.7,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.002885895528421778,0.10929911341747456,0.011937967800845002,0.93,1.0,0.9971141044715782
s1_0.5,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.00719939671526193,0.10833799794657945,0.011685290486009326,0.92,1.0,0.9928006032847381
s1_1.0,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.005132697932655361,0.1069377042510319,0.01140932800241328,0.93,1.0,0.9948673020673446
s1_2.0,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.0033056202241421584,0.10928266745489547,0.011931774280991014,0.92,1.0,0.9966943797758578
