config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,50,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0767010133165773,0.18594895345963586,0.028693967848944055,0.84,0.16,0.9232989866834227
inter_0.25,50,10,3,100,0.0,0,0.3,0.25,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.07549188133677076,0.18530703968347503,0.028639674808487895,0.84,0.16,0.9245081186632292
inter_0.5,50,10,3,100,0.0,0,0.3,0.5,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.07398259836176901,0.18447301967706664,0.028556870128416564,0.84,0.16,0.926017401638231
inter_1.0,50,10,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.07215536646579923,0.18446612511277508,0.028821354404308205,0.84,0.16,0.9278446335342008
hete_0.15,50,10,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.07353011365587225,0.1835491478928374,0.028283612077941212,0.84,0.16,0.9264698863441277
hete_0.3,50,10,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.07563230225691542,0.18567175275682143,0.028753754627108795,0.83,0.17,0.9243676977430846
hete_0.5,50,10,3,100,0.0,0,0.3,0.0,0.5,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0745486702069833,0.18494231834790298,0.028646156886267513,0.83,0.17,0.9254513297930167
noise_0.5,50,10,3,100,0.0,0,0.3,0.0,0.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.07266088683577987,0.18534194564449993,0.02907203233952675,0.83,0.17,0.9273391131642201
noise_1.0,50,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.07004529781415314,0.18520805942546278,0.02939568153027233,0.83,0.17,0.9299547021858469
noise_2.0,50,10,3,100,0.0,0,0.3,0.0,0.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.07213965573214065,0.18557130641659328,0.029232579836009374,0.83,0.17,0.9278603442678593
rho_0.3,50,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.07748309967823641,0.18463464293671683,0.028086320636621392,0.83,0.17,0.9225169003217636
rho_0.5,50,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.07537400432432217,0.1824753163830375,0.027616000561206708,0.84,0.16,0.9246259956756778
rho_0.7,50,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.07948418833720339,0.17946551159100396,0.02589013365499679,0.84,0.16,0.9205158116627966
s1_0.5,50,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.07893691784502965,0.17952175773147475,0.025997024500125372,0.84,0.16,0.9210630821549703
s1_1.0,50,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.07601476156283593,0.17893284806376183,0.026238720140754502,0.84,0.16,0.9239852384371641
s1_2.0,50,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.07482467597299847,0.17923897344714618,0.026527877467922557,0.84,0.16,0.9251753240270015
