config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,800,10,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015840373237705263,0.0441226938902449,0.0016958946918224382,0.92,1.0,0.9841596267622947
inter_0.25,800,10,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01617451776649348,0.044282133772330826,0.001699292346451986,0.92,1.0,0.9838254822335065
inter_0.5,800,10,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015791664576573772,0.04428890948802938,0.0017121308335398412,0.92,1.0,0.9842083354234262
inter_1.0,800,10,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01588486515288745,0.04441371101861046,0.0017202487855192171,0.92,1.0,0.9841151348471125
hete_0.15,800,10,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015603708298970953,0.04457072412201797,0.00174307373608166,0.92,1.0,0.984396291701029
hete_0.3,800,10,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015118328864483055,0.0448595933064335,0.0017838192439639496,0.92,1.0,0.984881671135517
hete_0.5,800,10,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015227484096691724,0.04483834952756567,0.001778601316441144,0.92,1.0,0.9847725159033083
noise_0.5,800,10,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.015402553846699196,0.04495632495924756,0.0017838324888409954,0.92,1.0,0.9845974461533008
noise_1.0,800,10,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015497989628043718,0.04505521362741547,0.0017897845925010927,0.92,1.0,0.9845020103719563
noise_2.0,800,10,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01586105372362956,0.04514190976701757,0.0017862189921896948,0.92,1.0,0.9841389462763704
rho_0.3,800,10,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.016382739870986596,0.04503685899825777,0.0017599245027485372,0.92,1.0,0.9836172601290134
rho_0.5,800,10,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.016521355842474605,0.044935588307156805,0.001746251897636621,0.92,1.0,0.9834786441575254
rho_0.7,800,10,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015888899176675464,0.045155198791705896,0.0017865348608719226,0.92,1.0,0.9841111008233245
s1_0.5,800,10,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.015815935605951625,0.04514386731278558,0.0017878249368627804,0.92,1.0,0.9841840643940484
s1_1.0,800,10,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015308903977877875,0.045188042120000854,0.0018075966096350868,0.92,1.0,0.9846910960221221
s1_2.0,800,10,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.015440382301001088,0.04512189219243842,0.0017975797494249642,0.92,1.0,0.9845596176989989
