config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.009563704825328333,0.04995620444646767,0.002404157912711268,0.97,0.03,0.9904362951746717
inter_0.25,400,100,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0009734795225305,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.012646929748974932,0.05290189654849407,0.00305337547764973,0.96,0.04,0.9883265497735556
inter_0.5,400,100,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0017704779955579,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.013869864895147988,0.06153965658361581,0.004868505977332049,0.98,0.02,0.98790061310041
inter_1.0,400,100,2,100,0.0,1.0,0,0.3,0.0,1.0,1.004031590825503,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.003387245969702869,0.08437083122865628,0.011645174274343245,1.0,0.0,1.0006443448558
hete_0.15,400,100,2,100,0.0,0.0,0,0.3,0.15,1.0,1.000738732111769,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.008468533428666299,0.05033232408248488,0.002633239906773564,0.96,0.04,0.9922701986831025
hete_0.3,400,100,2,100,0.0,0.0,0,0.3,0.3,1.0,1.00145106666101,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.011801951773918145,0.053425996364275745,0.003239565759932242,0.97,0.03,0.989649114887092
hete_0.5,400,100,2,100,0.0,0.0,0,0.3,0.5,1.0,1.002934569199115,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.012207322288602374,0.06059397839955899,0.004871095436090658,0.98,0.02,0.9907272469105127
noise_0.5,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.004587448728941259,0.025696089485666294,0.0006392443290147051,0.97,0.03,0.9954125512710587
noise_1.0,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.009989799654749793,0.048683591679308386,0.0022702960016555856,0.98,0.02,0.9900102003452504
noise_2.0,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01182579485960365,0.09410437127230786,0.00871578326849493,0.97,0.03,0.9881742051403964
s1_0.5,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.005133424800550946,0.09158742506870596,0.00836190438053292,0.96,0.04,0.9948665751994491
s1_1.0,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0109992824362994,0.04874145618975681,0.002254745337384498,0.97,0.03,0.9890007175637006
s1_2.0,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.008012989448758017,0.028484599636079157,0.0007471644165218135,0.93,0.07,0.991987010551242
ind_nl_mD,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,1.0,0.25,-0.005133964101376068,0.05262609422630245,0.0027431482061214467,0.96,0.04,0.994866035898624
ind_nl_mY,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,2.0,0.0,-0.012720179728897942,0.051733794988107235,0.0025145825715360433,0.94,0.06,0.9872798202711022
ind_nl_both,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,2.0,0.0,-0.012047162061312988,0.052939314031657046,0.002657436856410862,0.95,0.05,0.987952837938687
ind_skew_Dpos,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,4.0,1.0,0.25,-0.00601625749085764,0.2389813957057456,0.05707591213926985,0.93,0.07,0.9939837425091426
ind_skew_Dneg,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,-4.0,1.0,0.25,-0.0792706739943258,0.23778137571388197,0.0502561428808716,0.94,0.06,0.9207293260056743
ind_skew_Y,400,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,4.0,0.0,-0.004293761341333639,0.025904379342997535,0.000652600482689586,0.92,0.08,0.9957062386586664
