config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.015536231881234255,0.16568374130319388,0.027209727631156203,0.87,0.13,1.0155362318812342
inter_0.25,50,100,2,100,0.0,0.25,0,0.3,0.0,1.0,0.9973608142990661,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.005386845487520438,0.17358331672123598,0.030551941590552145,0.92,0.08,1.0027476597865863
inter_0.5,50,100,2,100,0.0,0.5,0,0.3,0.0,1.0,0.9927580386559796,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.008306440425146002,0.21188244212411042,0.047346059981956054,0.96,0.04,0.9844515982308337
inter_1.0,50,100,2,100,0.0,1.0,0,0.3,0.0,1.0,0.9868254099378541,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02488817527262009,0.30648531889976616,0.10119170823560122,0.96,0.04,0.961937234665234
hete_0.15,50,100,2,100,0.0,0.0,0,0.3,0.15,1.0,0.9976068490015442,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.01852173325369643,0.1652280451557407,0.02683630435716967,0.9,0.1,1.0161285822552406
hete_0.3,50,100,2,100,0.0,0.0,0,0.3,0.3,1.0,0.9949860683429829,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.010410270594326847,0.1801851599427999,0.03270969478316734,0.93,0.07,1.0053963389373097
hete_0.5,50,100,2,100,0.0,0.0,0,0.3,0.5,1.0,0.9931053316094282,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.00269100594006093,0.20798768935273784,0.04576759807363475,0.95,0.05,0.990414325669367
noise_0.5,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,0.010713264005581197,0.09312868748257405,0.008558178406573663,0.86,0.14,1.0107132640055811
noise_1.0,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.021250499265495337,0.1644446504586787,0.026590459345444198,0.87,0.13,1.0212504992654954
noise_2.0,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,0.05726155458046533,0.3070597500899544,0.09100680449233364,0.88,0.12,1.0572615545804653
s1_0.5,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,0.057896741149559554,0.28457554321795653,0.07763120716205592,0.93,0.07,1.0578967411495597
s1_1.0,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.019442559664987764,0.16459386319584215,0.02671312667540499,0.87,0.13,1.0194425596649879
s1_2.0,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,0.003837899357060619,0.08734679537617533,0.007614733191012517,0.91,0.09,1.0038378993570605
ind_nl_mD,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,1.0,0.25,0.016230481998307192,0.17210353236132334,0.029356197305347706,0.9,0.1,1.016230481998307
ind_nl_mY,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,2.0,0.0,0.016845738383546763,0.15733865731974445,0.02447167418549307,0.89,0.11,1.0168457383835467
ind_nl_both,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,2.0,0.0,-0.01596509558691931,0.17203937139684541,0.029342661033522236,0.85,0.15,0.9840349044130806
ind_skew_Dpos,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,4.0,1.0,0.25,0.33202855847383517,0.6048058317577581,0.25554713048598077,0.89,0.11,1.3320285584738354
ind_skew_Dneg,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,-4.0,1.0,0.25,-0.10074403737345569,0.5638516825074522,0.30777935880018026,0.89,0.11,0.8992559626265443
ind_skew_Y,50,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,4.0,0.0,0.020711879604886105,0.08541535836274618,0.006866801487469055,0.94,0.06,1.020711879604886
