config_name,theta_hat,se,true_effect,z,run_id,seed_used,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1
0_基准,0.995615671612111,0.03680500215981061,1.0,-0.11912316616235752,0,60,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9816411033458277,0.03783452886467164,1.0,-0.4852418466697266,1,61,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9452707887292522,0.03618345629309113,1.0,-1.512547912157242,2,62,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0107890036850398,0.03283684301515262,1.0,0.32856397553385874,3,63,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.002342850926106,0.036334843787081364,1.0,0.06447945503316227,4,64,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0141862633226564,0.036653118209660523,1.0,0.3870411036111345,5,65,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9784982164302017,0.034731128675277834,1.0,-0.6190925659465703,6,66,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9581377014892756,0.03589187057821159,1.0,-1.1663448529243619,7,67,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.007384111254774,0.03745520974624097,1.0,0.19714510490800202,8,68,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0351638555143774,0.03803151477963654,1.0,0.9245978162617232,9,69,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0397970398194059,0.03515420462548056,1.0,1.132070551542505,10,70,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.984018460792374,0.03554737881812166,1.0,-0.4495841814215231,11,71,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9893399527056246,0.035828682507045094,1.0,-0.29752830828427207,12,72,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9785834735944954,0.035128371545115,1.0,-0.6096646517758331,13,73,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.029292473371607,0.03360577256446857,1.0,0.8716500510563435,14,74,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9835313773798039,0.03780959188895932,1.0,-0.4355673202863918,15,75,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0317765675524266,0.03163098239246381,1.0,1.0046026126585783,16,76,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9761460503295751,0.03727051867502189,1.0,-0.640021940086694,17,77,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0225387988727996,0.03840691076365963,1.0,0.5868422745972504,18,78,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9517198948631276,0.037879610647354754,1.0,-1.2745670906267343,19,79,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.969894163628773,0.03774757675958136,1.0,-0.797556795843466,20,80,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.998636387636003,0.03885351943960502,1.0,-0.03509623796414619,21,81,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0220747224242055,0.037381668476007594,1.0,0.5905226632239156,22,82,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0262744820297578,0.03992012459133065,1.0,0.6581763533740012,23,83,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9109331440302783,0.03402814248405897,1.0,-2.6174468974157654,24,84,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.96839026205207,0.03456398583354222,1.0,-0.914528147886656,25,85,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9470967470309931,0.03414221050547642,1.0,-1.5494970063675635,26,86,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.019600413055377,0.03568761056766594,1.0,0.5492217815539504,27,87,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9206079270018335,0.03809533829490151,1.0,-2.084036434683452,28,88,800,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
