config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014876526675677494,0.04030834377017867,0.001403451531562758,0.93,0.07,0.9851234733243223
inter_0.25,800,5,3,100,0.0,0.25,0,0.3,0.0,1.0,1.00078648252864,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016002108458678683,0.0436454062299625,0.0018042516987305818,0.93,0.07,0.9847843740699612
inter_0.5,800,5,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0016891968220774,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014689142032841919,0.05044601323372123,0.0028053453823456893,0.92,0.08,0.9870000547892351
inter_1.0,800,5,3,100,0.0,1.0,0,0.3,0.0,1.0,1.003470807015057,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.008885492505702107,0.07259716052500259,0.0070312531313916,0.94,0.06,0.994585314509355
hete_0.15,800,5,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0006012074001673,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01526049111799645,0.04216723175145253,0.001602255088974874,0.92,0.08,0.9853407162821708
hete_0.3,800,5,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0012588873316972,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01568077692685324,0.04436490780855184,0.0019431896172537972,0.92,0.08,0.9855781104048438
hete_0.5,800,5,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0020182132505584,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.013866135185331481,0.0500363381081413,0.00283006738363367,0.92,0.08,0.988152078065227
noise_0.5,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.015301428891552197,0.039688683988522794,0.0013410579106175975,0.93,0.07,0.9846985711084478
noise_1.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015302452654040755,0.03968907601503534,0.0013410576976980951,0.93,0.07,0.984697547345959
noise_2.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015408349552723405,0.03979490541061269,0.0013462172607006998,0.93,0.07,0.9845916504472766
s1_0.5,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.01484774969612214,0.04028023332190119,0.0014020415254281044,0.93,0.07,0.9851522503038779
s1_1.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015035351444726923,0.04045537659746568,0.0014105757025763225,0.93,0.07,0.9849646485552731
s1_2.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.015155746574349194,0.040542889509624,0.0014140292355636832,0.93,0.07,0.9848442534256507
ind_nl_mD,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,1.0,0.25,-0.01554664473735038,0.040599038248494396,0.0014065837441133268,0.93,0.07,0.9844533552626497
ind_nl_mY,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,2.0,0.0,-0.015750331697531397,0.04088013369584947,0.0014231123824082648,0.93,0.07,0.9842496683024684
ind_nl_both,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,2.0,0.0,-0.016095295362093184,0.041106039214925935,0.0014306479271460107,0.93,0.07,0.9839047046379068
ind_skew_Dpos,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,4.0,1.0,0.25,-0.01672730867794857,0.04190274863978714,0.00147603748796181,0.92,0.08,0.9832726913220513
ind_skew_Dneg,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,-4.0,1.0,0.25,-0.01656005942956998,0.04183132362407713,0.0014756240678313838,0.92,0.08,0.9834399405704297
ind_skew_Y,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,4.0,0.0,-0.01690840426194154,0.041859297630166666,0.0014663066634056344,0.92,0.08,0.9830915957380583
