config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03211810586099806,0.10555419320753515,0.010110114979595384,0.91,1.0,0.9678818941390019
inter_0.25,100,20,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.032647323143946805,0.10554999827630847,0.010074954427663438,0.91,1.0,0.9673526768560532
inter_0.5,100,20,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.032032987925419865,0.10526215838649686,0.010054009672753859,0.91,1.0,0.9679670120745801
inter_1.0,100,20,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03161748191254976,0.10498503102401695,0.010022191576623391,0.91,1.0,0.9683825180874502
hete_0.15,100,20,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.033134844298757016,0.10539552408775121,0.01001029859102888,0.91,1.0,0.966865155701243
hete_0.3,100,20,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03259219513819134,0.10543312361737413,0.010053892371790567,0.91,1.0,0.9674078048618087
hete_0.5,100,20,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03140401582902763,0.10532706317620019,0.01010757802713346,0.91,1.0,0.9685959841709724
noise_0.5,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.031105651808445267,0.10512464845632147,0.010083630138636938,0.91,1.0,0.9688943481915547
noise_1.0,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03210829891730227,0.10587969439957168,0.010179566826783863,0.91,1.0,0.9678917010826977
noise_2.0,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03281472677841668,0.10652517259146142,0.010270806102098518,0.91,1.0,0.9671852732215833
rho_0.3,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.031753000443032975,0.10599875450226798,0.010227482918896818,0.91,1.0,0.968246999556967
rho_0.5,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.03009607034626327,0.10822071640959749,0.010805950009919301,0.9,1.0,0.9699039296537367
rho_0.7,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.026742737906258807,0.1111145342707522,0.011631265695483319,0.89,1.0,0.9732572620937412
s1_0.5,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.027238087746802697,0.11151302744396026,0.011693241865614911,0.89,1.0,0.9727619122531973
s1_1.0,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.027084391485330594,0.11163259025758092,0.011728270945486308,0.89,1.0,0.9729156085146694
s1_2.0,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.02415279981372276,0.1088296219727424,0.011260528879888255,0.9,1.0,0.9758472001862772
