config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,400,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01779251863768172,0.06445756474305081,0.003838203933132338,0.86,0.14,0.9822074813623183
inter_0.25,400,10,3,100,0.0,0,0.3,0.25,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017834486904068303,0.06445027052182704,0.0038357684472053017,0.86,0.14,0.9821655130959317
inter_0.5,400,10,3,100,0.0,0,0.3,0.5,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02031699359632877,0.06550154980844536,0.003877672798514981,0.86,0.14,0.9796830064036712
inter_1.0,400,10,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018567475570181013,0.06278386181051974,0.003597062154793172,0.87,0.13,0.981432524429819
hete_0.15,400,10,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018711688917488756,0.06292147271683865,0.003608984426710994,0.87,0.13,0.9812883110825112
hete_0.3,400,10,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01920082320359251,0.06264929725064591,0.003556262834304168,0.87,0.13,0.9807991767964075
hete_0.5,400,10,3,100,0.0,0,0.3,0.0,0.5,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.019684241308448924,0.06279899075816028,0.0035562438843542575,0.87,0.13,0.9803157586915511
noise_0.5,400,10,3,100,0.0,0,0.3,0.0,0.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.02002762441264294,0.06306598704905389,0.00357621298285754,0.87,0.13,0.9799723755873571
noise_1.0,400,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018987626409203484,0.06140739083919676,0.0034103376930223824,0.88,0.12,0.9810123735907965
noise_2.0,400,10,3,100,0.0,0,0.3,0.0,0.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017669306209068036,0.06040389269264629,0.003336425870514916,0.89,0.11,0.982330693790932
rho_0.3,400,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.017609341555041125,0.060379465915858,0.0033355909942821543,0.89,0.11,0.9823906584449589
rho_0.5,400,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.01696366397951876,0.06022925752569624,0.0033397975664866118,0.89,0.11,0.9830363360204812
rho_0.7,400,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017437262562703393,0.06080477266143163,0.0033931622527277254,0.88,0.12,0.9825627374372966
s1_0.5,400,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.01777435435243324,0.06065437096623354,0.00336302504466361,0.88,0.12,0.9822256456475668
s1_1.0,400,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01833829117085417,0.06107225828508298,0.0033935278089728565,0.88,0.12,0.9816617088291458
s1_2.0,400,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.017080188685334563,0.0612353511797087,0.0034580353885756156,0.88,0.12,0.9829198113146654
