config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016218290374381435,0.041630798928851576,0.0014700904767867154,0.94,0.06,0.9837817096256187
inter_0.25,800,20,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0007982247598854,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018330880068631972,0.04509501635567974,0.0018480547545240951,0.96,0.04,0.9824673446912534
inter_0.5,800,20,3,100,0.0,0.5,0,0.3,0.0,1.0,1.001467458295223,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015436969819321092,0.05193584674476999,0.002826919814280672,0.96,0.04,0.986030488475902
inter_1.0,800,20,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0025460134999518,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.005273047955396708,0.06755168309038588,0.005911136716931383,0.98,0.02,0.9972729655445549
hete_0.15,800,20,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0005234619414454,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015843646122797605,0.04235194702879253,0.0015957119717991005,0.96,0.04,0.984679815818648
hete_0.3,800,20,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0009784000034332,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01663027866271078,0.045532341803948356,0.001961259901005458,0.96,0.04,0.9843481213407225
hete_0.5,800,20,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0018671405745536,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015286559796965617,0.052047886651093216,0.0028054035053192527,0.96,0.04,0.9865805807775881
noise_0.5,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.01572963425693659,0.042098635623552524,0.0015248737275076526,0.93,0.07,0.9842703657430636
noise_1.0,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016173181764165073,0.04230695684432393,0.001528306789050766,0.93,0.07,0.9838268182358351
noise_2.0,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016552084400068535,0.042422091179471384,0.0015256623220523916,0.93,0.07,0.9834479155999315
s1_0.5,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.016432950030116855,0.04248720748605511,0.0015351209532707799,0.93,0.07,0.9835670499698834
s1_1.0,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016523758352728707,0.042608714507274326,0.0015424679618630383,0.93,0.07,0.9834762416472713
s1_2.0,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.016617494173361832,0.04266174250953607,0.001543883161348242,0.93,0.07,0.9833825058266383
ind_nl_mD,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,1.0,0.25,-0.0166601790529048,0.04268754658220523,0.0015446650671330935,0.93,0.07,0.9833398209470953
ind_nl_mY,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,2.0,0.0,-0.017058326095348818,0.042717592105104875,0.0015338061860828598,0.93,0.07,0.9829416739046511
ind_nl_both,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,2.0,0.0,-0.016344750801698667,0.04256975263549025,0.0015450329606772003,0.93,0.07,0.9836552491983014
ind_skew_Dpos,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,4.0,1.0,0.25,-0.016189511359055136,0.04241732781294101,0.0015371294207455239,0.93,0.07,0.9838104886409448
ind_skew_Dneg,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,-4.0,1.0,0.25,-0.01574179787437007,0.042058450008643146,0.0015211090168120128,0.93,0.07,0.9842582021256299
ind_skew_Y,800,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,4.0,0.0,-0.01566002138426633,0.04201215012018594,0.0015197844879653616,0.93,0.07,0.9843399786157334
