config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01994337989014372,0.06445323448056949,0.00375648103356469,0.85,1.0,0.9800566201098563
inter_0.25,400,3,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018901546408379932,0.07213049047776736,0.004845539199935151,0.89,1.0,0.9810984535916201
inter_0.5,400,3,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01583434818083307,0.08375340506480372,0.006763906277637241,0.9,1.0,0.9841656518191669
inter_1.0,400,3,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.008484677780535188,0.12003693908543522,0.014336876987960974,0.88,1.0,0.9915153222194648
hete_0.15,400,3,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01783939884168162,0.0676872880213988,0.004263324808659212,0.89,1.0,0.9821606011583184
hete_0.3,400,3,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017721515023688683,0.07372245403100648,0.005120948133619038,0.87,1.0,0.9822784849763113
hete_0.5,400,3,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017014292382460217,0.08497336026212997,0.006930985808961889,0.89,1.0,0.9829857076175398
noise_0.5,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.010448772702403075,0.032908120933558466,0.0009737675723912271,0.9,1.0,0.9895512272975969
noise_1.0,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01849541267252741,0.06423287917091372,0.0037837824766581113,0.85,1.0,0.9815045873274726
noise_2.0,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03176915120996571,0.12733886335563196,0.015205907152102642,0.88,1.0,0.9682308487900343
rho_0.3,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.02124021892806638,0.06422014797822642,0.003673080506233102,0.88,1.0,0.9787597810719336
rho_0.5,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.02081897840957736,0.06439059770211328,0.0037127192104169523,0.88,1.0,0.9791810215904226
rho_0.7,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.020083812625243613,0.06665628653992976,0.004039701005727323,0.84,1.0,0.9799161873747564
s1_0.5,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.03760490893815005,0.127348826149773,0.014803594345478543,0.87,1.0,0.96239509106185
s1_1.0,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02234478999526357,0.06766909316083404,0.004079816529277201,0.83,1.0,0.9776552100047364
s1_2.0,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.012257667502759473,0.03418168563466471,0.0010181372202188374,0.85,1.0,0.9877423324972405
