config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,100,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04766452806450783,0.1299947078368508,0.014626716829975954,0.86,0.14,0.9523354719354922
inter_0.25,100,10,3,100,0.0,0,0.3,0.25,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.04780710989580195,0.12999616063421196,0.014613482023046553,0.86,0.14,0.952192890104198
inter_0.5,100,10,3,100,0.0,0,0.3,0.5,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.05029107265616073,0.1314833176154852,0.014758670822267337,0.86,0.14,0.9497089273438393
inter_1.0,100,10,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.05325427647562775,0.13496200266766592,0.015378724201124459,0.85,0.15,0.9467457235243723
hete_0.15,100,10,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.05474191682828333,0.13456764775676489,0.015111774364754051,0.85,0.15,0.9452580831717167
hete_0.3,100,10,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.05499612535163889,0.13465259065966192,0.015106746367665312,0.85,0.15,0.9450038746483611
hete_0.5,100,10,3,100,0.0,0,0.3,0.0,0.5,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.054817122252574846,0.13457887347278807,0.015106556293150974,0.85,0.15,0.9451828777474252
noise_0.5,100,10,3,100,0.0,0,0.3,0.0,0.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.05622133707910326,0.1353660869213324,0.015163138745431572,0.85,0.15,0.9437786629208967
noise_1.0,100,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.058425742393965696,0.13511826898246082,0.014843379238530583,0.85,0.15,0.9415742576060343
noise_2.0,100,10,3,100,0.0,0,0.3,0.0,0.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.05751869639310059,0.13491627176848006,0.014893999953144688,0.85,0.15,0.9424813036068994
rho_0.3,100,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.05920504122431458,0.13633003543633812,0.015080641655700415,0.85,0.15,0.9407949587756854
rho_0.5,100,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.05853507364659516,0.13617144122499591,0.015116306558480208,0.85,0.15,0.9414649263534048
rho_0.7,100,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.05902996710906283,0.13681882106475626,0.015234852780652775,0.84,0.16,0.9409700328909372
s1_0.5,100,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.05968015865552989,0.13689541103703862,0.015178632225850546,0.84,0.16,0.9403198413444701
s1_1.0,100,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.05893892846998894,0.13639077011349582,0.015128644882961997,0.84,0.16,0.9410610715300111
s1_2.0,100,10,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.05636582833013537,0.13304233519325573,0.014523156350332347,0.85,0.15,0.9436341716698646
