config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,200,30,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02481718828363133,0.09045571168506658,0.007566342942146689,0.86,0.14,0.9751828117163687
inter_0.25,200,30,3,100,0.0,0,0.3,0.25,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02382309287687856,0.09039377255674995,0.007603494362821063,0.86,0.14,0.9761769071231214
inter_0.5,200,30,3,100,0.0,0,0.3,0.5,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.023463007294313165,0.08996522214192994,0.007543228483753801,0.87,0.13,0.9765369927056868
inter_1.0,200,30,3,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.023799510558772607,0.08985911015441483,0.007508242974906138,0.87,0.13,0.9762004894412274
hete_0.15,200,30,3,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0241590516908049,0.09010047855273606,0.007534436456833072,0.87,0.13,0.9758409483091951
hete_0.3,200,30,3,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022037348880847407,0.0904318942245354,0.0076922827473413806,0.87,0.13,0.9779626511191526
hete_0.5,200,30,3,100,0.0,0,0.3,0.0,0.5,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.023184581749129074,0.09068701898581301,0.00768661058165117,0.87,0.13,0.9768154182508709
noise_0.5,200,30,3,100,0.0,0,0.3,0.0,0.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.02405352818093942,0.09122474838497399,0.007743382499950574,0.87,0.13,0.9759464718190606
noise_1.0,200,30,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02336149432490231,0.09163871993585232,0.00785189557438914,0.87,0.13,0.9766385056750977
noise_2.0,200,30,3,100,0.0,0,0.3,0.0,0.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.025535229517775426,0.09363686483402894,0.00811581450942074,0.86,0.14,0.9744647704822246
rho_0.3,200,30,3,100,0.0,0,0.3,0.0,0.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.02412570082403609,0.09379704899850583,0.008215836960577212,0.86,0.14,0.9758742991759639
rho_0.5,200,30,3,100,0.0,0,0.3,0.0,0.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.024440378090484938,0.09394055877621714,0.008227496501982049,0.86,0.14,0.9755596219095151
rho_0.7,200,30,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02535721076923192,0.09418110633163362,0.008227092651855233,0.86,0.14,0.9746427892307681
s1_0.5,200,30,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.02020740177233482,0.09447772626054071,0.00851770167297311,0.86,0.14,0.9797925982276652
s1_1.0,200,30,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.020405232211436752,0.09472240196872339,0.008555959933121759,0.85,0.15,0.9795947677885632
s1_2.0,200,30,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.02246407899496161,0.0937604197955791,0.008286381475151343,0.86,0.14,0.9775359210050384
