config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.023915111225847774,0.0457943992310931,0.001525194455992073,0.87,1.0,0.9760848887741522
inter_0.25,800,3,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02412429220007506,0.04775196907707741,0.0016982690765835493,0.89,1.0,0.9758757077999249
inter_0.5,800,3,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0208739873840591,0.05407416558713379,0.002488292034634904,0.92,1.0,0.9791260126159409
inter_1.0,800,3,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.013142545649959758,0.0771440686199885,0.005778480817084217,0.94,1.0,0.9868574543500402
hete_0.15,800,3,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02401595112422028,0.04658736946353619,0.0015936170851310915,0.85,1.0,0.9759840488757797
hete_0.3,800,3,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022827396326343563,0.04807287894026444,0.001789911666565353,0.9,1.0,0.9771726036736564
hete_0.5,800,3,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.019047017630618224,0.05279441709644195,0.002424461595932,0.92,1.0,0.9809529823693818
noise_0.5,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.013266574388434926,0.02357502055409889,0.0003797795981223024,0.88,1.0,0.9867334256115651
noise_1.0,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02347194929472307,0.044420171484939326,0.0014222192310573624,0.87,1.0,0.9765280507052769
noise_2.0,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03696073474180328,0.0826278431725387,0.005461264554691718,0.88,1.0,0.9630392652581967
rho_0.3,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.02413719915646728,0.04341423991135906,0.0013021918439620832,0.86,1.0,0.9758628008435327
rho_0.5,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.022492786079936544,0.04429513816844496,0.001456133839723838,0.86,1.0,0.9775072139200635
rho_0.7,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.024619707375143074,0.04469502632272776,0.0013915153867516585,0.86,1.0,0.9753802926248569
s1_0.5,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.04378371250022017,0.08251077531537947,0.004891014562843103,0.9,1.0,0.9562162874997798
s1_1.0,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0252191610037259,0.04475558883053445,0.001367056649836014,0.86,1.0,0.9747808389962741
s1_2.0,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.013211760061526578,0.023431021152789108,0.00037446214833909816,0.86,1.0,0.9867882399384734
