config_name,nonlinearity,interaction,sparse_beta,skewness_level,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,False,False,False,0.3,False,1.0,1.0,-0.20172384220471062,0.39125592656453345,0.11238869155804052,0.75,0.8,0.7982761577952894
1_非线性,True,False,False,0.3,False,1.0,1.0,0.10739006757127512,1.2249056459246854,1.4888612148052078,1.0,0.45,1.1073900675712751
2_交互,False,True,False,0.3,False,1.0,1.0,-0.2220494881499364,0.3965715576022914,0.10796302511145876,0.8,0.85,0.7779505118500636
3_稀疏性,False,False,True,0.3,False,1.0,1.0,-0.027453285131087468,0.09813696533859388,0.008877181101379587,0.9,1.0,0.9725467148689125
4_偏态,False,False,False,2.0,False,1.0,1.0,-0.3824294628998224,0.7122363259935524,0.3610282899709474,0.65,0.6,0.6175705371001776
5_异质性,False,False,False,0.3,True,1.0,1.0,-0.2702716694374917,0.4893568462750935,0.16642334769577669,0.75,0.75,0.7297283305625083
