config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0005366357863183513,0.16918320714229898,0.0286226696009869,0.85,1.0,1.0005366357863184
inter_0.25,50,20,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0086013959864637,0.19971183273124313,0.039810832119956084,0.84,1.0,1.0086013959864637
inter_0.5,50,20,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.014136111469629897,0.25125418692580803,0.06292883680026709,0.85,0.98,1.01413611146963
inter_1.0,50,20,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.01935871429847391,0.3819085925851559,0.1454794132710847,0.87,0.8,1.019358714298474
hete_0.15,50,20,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.006037718099687561,0.18508974138316245,0.034221758325434656,0.85,1.0,1.0060377180996876
hete_0.3,50,20,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.003855109413760438,0.2063418327685358,0.04256209008168633,0.85,1.0,1.0038551094137604
hete_0.5,50,20,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.004361106956712879,0.24766293107086265,0.061317908172722986,0.85,0.99,1.0043611069567129
noise_0.5,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,0.008813418228920789,0.09622493897385137,0.009181562539643546,0.84,1.0,1.0088134182289208
noise_1.0,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.00038565158852943426,0.16727387605840216,0.027980400884453954,0.87,1.0,1.0003856515885294
noise_2.0,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.004648816079747986,0.30462405372491624,0.09277420261685732,0.91,0.94,0.995351183920252
rho_0.3,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,0.011966402754885364,0.15950628006513828,0.025299058585326197,0.91,1.0,1.0119664027548854
rho_0.5,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,0.0007869889847640366,0.1636608746936492,0.0267842625538282,0.89,1.0,1.000786988984764
rho_0.7,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.005456693999909112,0.1679661815477928,0.028182862634337443,0.86,1.0,0.9945433060000909
s1_0.5,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,0.010378742111578854,0.30271267057036905,0.09152724263602613,0.88,0.95,1.0103787421115789
s1_1.0,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0032712277295323666,0.16806137158971368,0.028233923689757363,0.86,1.0,0.9967287722704676
s1_2.0,50,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.011709795598293216,0.08726559065994352,0.007478164000275014,0.89,1.0,0.9882902044017068
