config_name,theta_hat,se,true_effect,true_theta,z,run_id,seed_used,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1
0_base,0.889642980404122,0.0481419692124202,1.0,1.0,-2.2923245849986302,0,60,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9139184011818586,0.04746892853321908,1.0,1.0,-1.8134304160225752,1,61,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9502761009878269,0.05420480324713625,1.0,1.0,-0.9173338160728427,2,62,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9658293818300647,0.05311595223875231,1.0,1.0,-0.6433212006882763,3,63,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9785074718279898,0.05062826796029121,1.0,1.0,-0.4245163628522158,4,64,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.1163226281926,0.052013843376611364,1.0,1.0,2.2363782531960674,5,65,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0283259473072273,0.050193128098558935,1.0,1.0,0.5643391512002718,6,66,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9782394038442683,0.049309709125402945,1.0,1.0,-0.4413044923950127,7,67,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9996073175661534,0.05067005914298495,1.0,1.0,-0.007749792293285058,8,68,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9594671355783758,0.04623529570787063,1.0,1.0,-0.8766649764224234,9,69,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0851405517316004,0.06253488840568838,1.0,1.0,1.3614888249141854,10,70,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9031483628569581,0.050476754190228845,1.0,1.0,-1.9187374207549617,11,71,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9611174586092663,0.050875059916909646,1.0,1.0,-0.7642750977441117,12,72,400,100,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
