config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,100,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016999760250534734,0.11601867629630165,0.013171341400970366,0.91,1.0,0.9830002397494653
inter_0.25,100,5,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016500786965451986,0.12050013910244403,0.014248007553229134,0.92,1.0,0.983499213034548
inter_0.5,100,5,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.012051190873624607,0.14541080586340102,0.020999071260371153,0.89,1.0,0.9879488091263754
inter_1.0,100,5,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.002634217051431853,0.2285907582935493,0.05224679567774583,0.9,0.98,0.9973657829485681
hete_0.15,100,5,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01528607405816862,0.11452908114266042,0.012883246367270285,0.92,1.0,0.9847139259418314
hete_0.3,100,5,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.013909718801092819,0.12533288875522133,0.015514852726603212,0.89,1.0,0.9860902811989072
hete_0.5,100,5,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.009299895459007668,0.14772488784960455,0.021736154434629774,0.89,1.0,0.9907001045409923
noise_0.5,100,5,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.006273844108592663,0.0618625099741192,0.0037876090203990743,0.93,1.0,0.9937261558914073
noise_1.0,100,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014965035017172945,0.11270357867182786,0.012478144372371679,0.92,1.0,0.985034964982827
noise_2.0,100,5,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018639893293782794,0.21829507996406616,0.04730529631451443,0.9,1.0,0.9813601067062172
rho_0.3,100,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.017514731751310353,0.11209008349149878,0.0122574209888108,0.89,1.0,0.9824852682486896
rho_0.5,100,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.01567484098245131,0.11446647714838781,0.012856873750937255,0.91,1.0,0.9843251590175487
rho_0.7,100,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015665549006221524,0.11463897991479645,0.012896686290238778,0.91,1.0,0.9843344509937785
s1_0.5,100,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.03617736987249964,0.21981591929460922,0.047010236284442515,0.93,1.0,0.9638226301275004
s1_1.0,100,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018626697268932624,0.11612622323317309,0.013138345871252287,0.91,1.0,0.9813733027310674
s1_2.0,100,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.006197222184348483,0.058711871376474344,0.0034086782777254863,0.93,1.0,0.9938027778156515
