config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate,rho,s1,a0,a1,b0,b1
s1_2.0,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.0011282009361979,0.1134028318928523,0.012858929443966,0.87,0.13,1.001128200936198,0.7,2.0,1.0,0.25,1.0,0.25
ind_nl_mD,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.0003205221512758,0.1129823217963335,0.0127649023040408,0.87,0.13,1.000320522151276,0.7,1.0,0.0,2.0,1.0,0.25
ind_nl_mY,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0004010976659927,0.1122550175792303,0.0126010280923756,0.87,0.13,0.9995989023340074,0.7,1.0,1.0,0.25,2.0,0.0
ind_nl_both,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0019656969837164,0.1106699531568581,0.0122439745671093,0.88,0.12,0.9980343030162836,0.7,1.0,0.0,2.0,2.0,0.0
ind_skew_Dpos,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0008227015697675,0.110247191166252,0.0121537663221752,0.88,0.12,0.9991772984302324,0.7,0.2,0.0,4.0,1.0,0.25
ind_skew_Dneg,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0003096912390283,0.1099917994312246,0.0120981000334552,0.88,0.12,0.9996903087609716,0.7,0.2,0.0,-4.0,1.0,0.25
ind_skew_Y,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0012095602054926,0.1090015277218809,0.0118798700098132,0.88,0.12,0.9987904397945072,0.7,1.0,1.0,0.25,4.0,0.0
0_base,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0138859361996711,0.028626638627301,0.0006266652149567,0.88,0.12,0.9861140638003288,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,2000,100,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0001352415208205,1.0,-0.0150930954817872,0.02944563851025,0.0007058642047549,0.89,0.11,0.985042146039033,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,2000,100,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0000862723481003,1.0,-0.0134836923683704,0.0339132144789833,0.0011828503052167,0.91,0.09,0.9866025799797298,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,2000,100,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0001543135396092,1.0,-0.0065010538157913,0.0452765686306194,0.0028376012641401,0.96,0.04,0.993653259723818,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,2000,100,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0000749563769806,1.0,-0.0139147820367821,0.0286838289919114,0.0006579208760597,0.89,0.11,0.9861601743401984,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,2000,100,2,100,0.0,0.0,0,0.3,0.3,1.0,1.000113894287505,1.0,-0.0142565933979756,0.030031300078659,0.0007886420330211,0.91,0.09,0.9858573008895294,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,2000,100,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0002926969036907,1.0,-0.0127293528530975,0.033411726506565,0.0011624120590347,0.92,0.08,0.9875633440505932,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0097871324079822,0.0160990778403907,0.0001633923465395,0.84,0.16,0.990212867592018,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0122300699830178,0.0278345412265449,0.0006251870735027,0.89,0.11,0.9877699300169822,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,-0.0157428412140387,0.0508919003576187,0.0023421484725193,0.91,0.09,0.9842571587859612,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0160196742821127,0.0508462716322415,0.0023287133747947,0.9,0.1,0.9839803257178872,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0126753249235533,0.0279421436524268,0.0006200995299752,0.89,0.11,0.9873246750764468,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0105602806690619,0.015542884786054,0.0001300617396631,0.89,0.11,0.989439719330938,0.7,2.0,1.0,0.25,1.0,0.25
ind_nl_mD,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.011857502209985,0.026612032010174,0.0005675998890507,0.88,0.12,0.9881424977900148,0.7,1.0,0.0,2.0,1.0,0.25
ind_nl_mY,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0139713103754972,0.0278240696545656,0.0005789813385336,0.9,0.1,0.9860286896245029,0.7,1.0,1.0,0.25,2.0,0.0
ind_nl_both,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0168621641930922,0.0291059621153119,0.0005628244493831,0.87,0.13,0.9831378358069076,0.7,1.0,0.0,2.0,2.0,0.0
ind_skew_Dpos,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0355878599970285,0.1211278289713741,0.0134054551721503,0.89,0.11,0.9644121400029714,0.7,0.2,0.0,4.0,1.0,0.25
ind_skew_Dneg,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0542009429403722,0.127273753375804,0.0132608660827395,0.89,0.11,0.9457990570596276,0.7,0.2,0.0,-4.0,1.0,0.25
ind_skew_Y,2000,100,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0090428479287207,0.0153850452791685,0.00015492651958,0.86,0.14,0.9909571520712792,0.7,1.0,1.0,0.25,4.0,0.0
0_base,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0094604757040645,0.024552615703945,0.0005133303373584,0.94,0.06,0.9905395242959354,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,2000,100,3,100,0.0,0.25,0,0.3,0.0,1.0,0.9999663473144492,1.0,-0.0117484197236883,0.0269221493873838,0.0006034207310886,0.94,0.06,0.9882179275907608,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,2000,100,3,100,0.0,0.5,0,0.3,0.0,1.0,1.000015464190977,1.0,-0.0129626798717451,0.032193907379753,0.0009414605664994,0.94,0.06,0.9870527843192316,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,2000,100,3,100,0.0,1.0,0,0.3,0.0,1.0,0.9992488031575476,1.0,-0.008012664046608,0.0424024238986242,0.0021134236526479,0.96,0.04,0.9912361391109396,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,2000,100,3,100,0.0,0.0,0,0.3,0.15,1.0,0.999889266935136,1.0,-0.0104155803697987,0.0254989232757603,0.0005498636401565,0.94,0.06,0.9894736865653372,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,2000,100,3,100,0.0,0.0,0,0.3,0.3,1.0,0.9998551491865776,1.0,-0.0122348264840875,0.0282271229839575,0.0006860015953197,0.95,0.05,0.9876203227024902,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,2000,100,3,100,0.0,0.0,0,0.3,0.5,1.0,0.9998454293949574,1.0,-0.0124689499149077,0.0316515277946048,0.0009379192499365,0.95,0.05,0.9873764794800496,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0101388414346281,0.0249316029986188,0.0005187887224442,0.95,0.05,0.989861158565372,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0099518710763196,0.0249920765307591,0.0005255641513996,0.95,0.05,0.9900481289236802,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,-0.0094956739061299,0.0245408637409969,0.0005120861702226,0.96,0.04,0.9905043260938702,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0099604646657313,0.0242948995972929,0.0004910312900852,0.96,0.04,0.9900395353342684,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0100287547251753,0.0243425878594737,0.0004919856623584,0.96,0.04,0.9899712452748248,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0105355768397648,0.0240638593331158,0.0004680709466573,0.96,0.04,0.9894644231602352,0.7,2.0,1.0,0.25,1.0,0.25
ind_nl_mD,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0104491028819422,0.0240351481788647,0.0004685045969425,0.96,0.04,0.989550897118058,0.7,1.0,0.0,2.0,1.0,0.25
ind_nl_mY,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0108164228077342,0.0243081815336182,0.0004738926871156,0.96,0.04,0.9891835771922658,0.7,1.0,1.0,0.25,2.0,0.0
ind_nl_both,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0109550090359563,0.024367340462785,0.0004737550582513,0.96,0.04,0.9890449909640436,0.7,1.0,0.0,2.0,2.0,0.0
ind_skew_Dpos,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0110426990153999,0.0244629913195769,0.0004764967427569,0.96,0.04,0.9889573009846,0.7,0.2,0.0,4.0,1.0,0.25
ind_skew_Dneg,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0110106742261019,0.024452631713002,0.0004766962507783,0.96,0.04,0.988989325773898,0.7,0.2,0.0,-4.0,1.0,0.25
ind_skew_Y,2000,100,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0116549126585833,0.0249795915281258,0.0004881430038328,0.95,0.05,0.9883450873414168,0.7,1.0,1.0,0.25,4.0,0.0
0_base,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0139254537220769,0.0267786890346998,0.0005231799250514,0.89,0.11,0.9860745462779228,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,2000,20,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0000332840034494,1.0,-0.0152490051125904,0.0295461258605793,0.0006989574035393,0.88,0.12,0.9847842788908592,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,2000,20,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0001651481994396,1.0,-0.0123903918574256,0.032213558107183,0.0010478165820955,0.92,0.08,0.987774756342014,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,2000,20,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0002782866734137,1.0,-0.0071646047679876,0.0442385890485316,0.0024422065980288,0.94,0.06,0.9931136819054258,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,2000,20,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0000835819301834,1.0,-0.0144248495165712,0.0284276629459459,0.0006256544262444,0.9,0.1,0.985658732413612,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,2000,20,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0001484497805733,1.0,-0.0143542317147232,0.0297853397494238,0.0007523890464276,0.88,0.12,0.9857942180658498,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,2000,20,2,100,0.0,0.0,0,0.3,0.5,1.0,1.000211718863872,1.0,-0.0122849525301017,0.0324841462446335,0.0010606459864806,0.92,0.08,0.98792676633377,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0100180441728088,0.0160258243026411,0.0001564658355307,0.83,0.17,0.9899819558271912,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.013860716905261,0.0268330526989171,0.000527893244015,0.89,0.11,0.9861392830947388,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,-0.017550558977285,0.0475100815874713,0.001949185732033,0.94,0.06,0.9824494410227148,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0197446783165776,0.0471436460793485,0.0018326710438297,0.94,0.06,0.9802553216834224,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.013736343972168,0.0265864871474429,0.0005181541531194,0.9,0.1,0.986263656027832,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0098809493280229,0.0152399445512015,0.0001346227503007,0.85,0.15,0.990119050671977,0.7,2.0,1.0,0.25,1.0,0.25
ind_nl_mD,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0114279757870526,0.0252079892888003,0.0005048440933948,0.92,0.08,0.9885720242129474,0.7,1.0,0.0,2.0,1.0,0.25
ind_nl_mY,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0129169999582362,0.0258687803441485,0.0005023449085727,0.89,0.11,0.9870830000417636,0.7,1.0,1.0,0.25,2.0,0.0
ind_nl_both,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0189933656302368,0.0292159787928186,0.0004928254788585,0.88,0.12,0.9810066343697632,0.7,1.0,0.0,2.0,2.0,0.0
ind_skew_Dpos,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0362123437998377,0.1184591400361565,0.012721234014628,0.95,0.05,0.9637876562001622,0.7,0.2,0.0,4.0,1.0,0.25
ind_skew_Dneg,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0542538818474914,0.1204132695987188,0.0115558717999321,0.94,0.06,0.9457461181525086,0.7,0.2,0.0,-4.0,1.0,0.25
ind_skew_Y,2000,20,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0074562927388124,0.0138901933786522,0.0001373411706894,0.9,0.1,0.9925437072611876,0.7,1.0,1.0,0.25,4.0,0.0
0_base,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0178103527294071,0.0302494695461671,0.0005978217434785,0.86,0.14,0.9821896472705928,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,2000,20,3,100,0.0,0.25,0,0.3,0.0,1.0,1.000579687993507,1.0,-0.0191815855820114,0.0331033688775307,0.000741312635098,0.85,0.15,0.9813981024114952,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,2000,20,3,100,0.0,0.5,0,0.3,0.0,1.0,1.001116445085581,1.0,-0.0166438813928988,0.0357862890210339,0.0010847960345338,0.87,0.13,0.984472563692682,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,2000,20,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0018824542387814,1.0,-0.0102159726766973,0.0469243434717299,0.0026154801793353,0.95,0.05,0.9916664815620844,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,2000,20,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0003780600708176,1.0,-0.0169295844279545,0.0305546020591476,0.0006501331178871,0.87,0.13,0.9834484756428632,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,2000,20,3,100,0.0,0.0,0,0.3,0.3,1.0,1.000613414906926,1.0,-0.0165781498749643,0.0321630721023383,0.0008033529200052,0.87,0.13,0.984035265031962,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,2000,20,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0011156808176018,1.0,-0.0135406035658486,0.03474755542544,0.0011634167905354,0.89,0.11,0.9875750772517532,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0160021116158751,0.0300069082994018,0.0006443469695217,0.86,0.14,0.983997888384125,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0154564863346983,0.0295449725582712,0.0006340024336542,0.87,0.13,0.9845435136653018,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,-0.0153761874490495,0.0294786678067076,0.0006325647151899,0.87,0.13,0.9846238125509508,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0159353399524023,0.0300189149254136,0.0006472001939005,0.86,0.14,0.9840646600475976,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0159396570248196,0.030025655344595,0.0006474673128035,0.86,0.14,0.9840603429751804,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0162186206210199,0.0302115353911271,0.0006496932158407,0.86,0.14,0.98378137937898,0.7,2.0,1.0,0.25,1.0,0.25
ind_nl_mD,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0155782050387369,0.0301492538668229,0.0006662970364972,0.86,0.14,0.9844217949612633,0.7,1.0,0.0,2.0,1.0,0.25
ind_nl_mY,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.01523940066658,0.0302561257312402,0.000683193811588,0.86,0.14,0.98476059933342,0.7,1.0,1.0,0.25,2.0,0.0
ind_nl_both,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.01473252300734,0.0301569251546986,0.0006923929006242,0.86,0.14,0.98526747699266,0.7,1.0,0.0,2.0,2.0,0.0
ind_skew_Dpos,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0151073993332951,0.0304976769243713,0.0007018747831676,0.85,0.15,0.9848926006667048,0.7,0.2,0.0,4.0,1.0,0.25
ind_skew_Dneg,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.015051426151035,0.0304011905124234,0.0006976869553926,0.85,0.15,0.9849485738489652,0.7,0.2,0.0,-4.0,1.0,0.25
ind_skew_Y,2000,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0147039533127993,0.0303323133922118,0.0007038429926983,0.85,0.15,0.9852960466872008,0.7,1.0,1.0,0.25,4.0,0.0
0_base,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0172666983723967,0.0311625298679126,0.0006729643950852,0.83,0.17,0.9827333016276032,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,2000,5,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0000308217246845,1.0,-0.0170012098401686,0.0323881232974166,0.0007988990874837,0.86,0.14,0.983029611884516,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,2000,5,2,100,0.0,0.5,0,0.3,0.0,1.0,0.9997828001340644,1.0,-0.0141174592785137,0.0346295215087375,0.0011345206529868,0.89,0.11,0.9856653408555508,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,2000,5,2,100,0.0,1.0,0,0.3,0.0,1.0,0.99980228533214,1.0,-0.0077685793225815,0.0448791128233495,0.0024013778524268,0.97,0.03,0.9920337060095586,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,2000,5,2,100,0.0,0.0,0,0.3,0.15,1.0,0.9999885357807874,1.0,-0.0181231037543698,0.0326185101015799,0.0007601410366953,0.82,0.18,0.9818654320264172,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,2000,5,2,100,0.0,0.0,0,0.3,0.3,1.0,1.000034229611201,1.0,-0.0175668134034368,0.0334599553174652,0.0008727494922386,0.85,0.15,0.982467416207764,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,2000,5,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0001619488011964,1.0,-0.0154734061588649,0.0352586782456999,0.0011560371758025,0.9,0.1,0.9846885426423314,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0130764460129293,0.0189858483193469,0.0001894689960761,0.75,0.25,0.9869235539870708,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0181180289798792,0.0327318298919229,0.000743109713958,0.81,0.19,0.9818819710201208,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,-0.0245742402793243,0.0590670166032685,0.0028850191651048,0.86,0.14,0.9754257597206756,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0262916816659058,0.0616248618536315,0.0031063710736578,0.85,0.15,0.973708318334094,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0165375978427103,0.03231415953207,0.0007707127638568,0.82,0.18,0.9834624021572896,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0106607294038099,0.0177990616007727,0.0002031554424468,0.81,0.19,0.98933927059619,0.7,2.0,1.0,0.25,1.0,0.25
ind_nl_mD,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0135293793609839,0.0303208123859781,0.0007363075578522,0.85,0.15,0.9864706206390162,0.7,1.0,0.0,2.0,1.0,0.25
ind_nl_mY,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0136987268808627,0.0309707256386085,0.0007715307284254,0.84,0.16,0.9863012731191372,0.7,1.0,1.0,0.25,2.0,0.0
ind_nl_both,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0211428832679208,0.0345148939903534,0.0007442563942844,0.8,0.2,0.9788571167320792,0.7,1.0,0.0,2.0,2.0,0.0
ind_skew_Dpos,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0428582560806737,0.141103418963977,0.018073344729047,0.87,0.13,0.9571417439193262,0.7,0.2,0.0,4.0,1.0,0.25
ind_skew_Dneg,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.054856935121478,0.1460573895635349,0.0183234777151921,0.86,0.14,0.9451430648785218,0.7,0.2,0.0,-4.0,1.0,0.25
ind_skew_Y,2000,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0065573557164732,0.0162272571477791,0.0002203249605477,0.83,0.17,0.9934426442835268,0.7,1.0,1.0,0.25,4.0,0.0
0_base,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0210073305872248,0.0314330427200252,0.0005467282362379,0.85,0.15,0.9789926694127752,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,2000,5,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0002796487632837,1.0,-0.0224594402306628,0.0329712126556437,0.0006037743415074,0.89,0.11,0.9778202085326207,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,2000,5,3,100,0.0,0.5,0,0.3,0.0,1.0,1.000687992272547,1.0,-0.0229177693072006,0.0376053280960206,0.0009759104357332,0.93,0.07,0.977770222965346,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,2000,5,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0016128694906663,1.0,-0.0209986108233824,0.0496144314870095,0.0023961808876471,0.95,0.05,0.980614258667284,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,2000,5,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0002631722627466,1.0,-0.0219733841477711,0.0320870680178744,0.0005613445155418,0.88,0.12,0.9782897881149758,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,2000,5,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0006883053428748,1.0,-0.022777719922579,0.0341985550237143,0.0006916801496034,0.88,0.12,0.9779105854202956,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,2000,5,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0009596343856817,1.0,-0.0223843631466072,0.0370991726270802,0.0009540493214265,0.93,0.07,0.9785752712390744,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,-0.0212771219385606,0.0317470781055246,0.0005551610502499,0.83,0.17,0.9787228780614392,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0213992796912019,0.0318794244563604,0.0005583685323665,0.83,0.17,0.978600720308798,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,-0.0212898798493496,0.0317300163419867,0.000553534953063,0.84,0.16,0.9787101201506504,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0205545255394911,0.0312353659546894,0.0005531595661697,0.85,0.15,0.979445474460509,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0203339522910825,0.0310523852057327,0.0005507810111891,0.85,0.15,0.9796660477089176,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0200667643231211,0.0310156854958741,0.0005592977163792,0.85,0.15,0.979933235676879,0.7,2.0,1.0,0.25,1.0,0.25
ind_nl_mD,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0201560778503827,0.0310575173074079,0.0005583019069892,0.85,0.15,0.9798439221496174,0.7,1.0,0.0,2.0,1.0,0.25
ind_nl_mY,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0199455359717376,0.0309543624524967,0.0005603481496406,0.85,0.15,0.9800544640282624,0.7,1.0,1.0,0.25,2.0,0.0
ind_nl_both,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0197659399524383,0.0306985035455793,0.0005517057377345,0.86,0.14,0.9802340600475616,0.7,1.0,0.0,2.0,2.0,0.0
ind_skew_Dpos,2000,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,-0.0199300426287524,0.0307215718412961,0.000546608377216,0.86,0.14,0.9800699573712476,0.7,0.2,0.0,4.0,1.0,0.25
