config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.026302970708013795,0.08435696774655349,0.006424251739326432,0.89,1.0,0.9736970292919862
inter_0.25,200,5,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02567227423725016,0.0849940643638989,0.0065649253125820185,0.89,1.0,0.9743277257627498
inter_0.5,200,5,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02588911466418853,0.08506259998014644,0.006565399657286912,0.89,1.0,0.9741108853358115
inter_1.0,200,5,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.025469832334114706,0.08513139669202917,0.006598642343607728,0.89,1.0,0.9745301676658853
hete_0.15,200,5,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.026111528227709457,0.08491840779589307,0.006529324076203119,0.89,1.0,0.9738884717722905
hete_0.3,200,5,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.028368035822999738,0.08606056843419217,0.006601675982761274,0.89,1.0,0.9716319641770003
hete_0.5,200,5,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02711272147807331,0.08475190276311165,0.006447785356020341,0.9,1.0,0.9728872785219267
noise_0.5,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.02714526258578498,0.08476065101666845,0.006447502679918239,0.9,1.0,0.972854737414215
noise_1.0,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.025951205915829667,0.08247664740637199,0.006128932278909206,0.91,1.0,0.9740487940841703
noise_2.0,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02771170294987213,0.08502859452351041,0.006461923406261591,0.9,1.0,0.9722882970501279
rho_0.3,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.026513809466014893,0.08417577490882269,0.006382578989100632,0.9,1.0,0.9734861905339851
rho_0.5,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.028061533587716125,0.08236442007762984,0.005996448027429747,0.91,1.0,0.9719384664122839
rho_0.7,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.029571824740743158,0.08338488934634959,0.006078546952805733,0.91,1.0,0.9704281752592568
s1_0.5,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.027954304588741596,0.0828462285229232,0.006082054435432274,0.91,1.0,0.9720456954112584
s1_1.0,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.028886546858726714,0.08324767553788162,0.006095742893039011,0.91,1.0,0.9711134531412733
s1_2.0,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.03046754067932833,0.08195501046716806,0.005788352705627106,0.92,1.0,0.9695324593206717
