config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,200,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01587114778309195,0.08811519943851906,0.007512395040137243,0.89,0.11,0.984128852216908
inter_0.25,200,5,2,100,0.0,0.25,0,0.3,0.0,1.0,1.002603617295773,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01870912182815773,0.10241220490895162,0.009996484093937268,0.84,0.16,0.9838944954676155
inter_0.5,200,5,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0047940996299136,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01913178791455948,0.1239892320922463,0.015370215435377166,0.86,0.14,0.985662311715354
inter_1.0,200,5,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0109011915605848,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.012517554868753606,0.17285880350780655,0.03286922892712454,0.91,0.09,0.9983836366918311
hete_0.15,200,5,2,100,0.0,0.0,0,0.3,0.15,1.0,1.001820293673769,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01645292978221735,0.09427686628415462,0.008446220582198445,0.86,0.14,0.9853673638915516
hete_0.3,200,5,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0038946243084932,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02160834341555342,0.10603008416782049,0.010613424546015684,0.84,0.16,0.9822862808929395
hete_0.5,200,5,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0061631263459163,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.021528384926299448,0.12354707324720408,0.015064552886406925,0.86,0.14,0.9846347414196169
noise_0.5,200,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.007466253590735227,0.04509368113013497,0.0019776951351851233,0.88,0.12,0.9925337464092648
noise_1.0,200,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016323847648570745,0.0882344162974518,0.007518844217298279,0.89,0.11,0.9836761523514295
noise_2.0,200,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0311472182980361,0.17335267194707962,0.029080999663486286,0.86,0.14,0.9688527817019638
rho_0.3,200,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.007285109308398756,0.08245632565299998,0.006745972822558265,0.91,0.09,0.9927148906916012
rho_0.5,200,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.008060816353125187,0.08260687816200211,0.00675891955939305,0.88,0.12,0.991939183646875
rho_0.7,200,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0148358984610363,0.0839595102197079,0.006829095473187056,0.91,0.09,0.9851641015389637
s1_0.5,200,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.030474348667148966,0.16666447480709864,0.02684836123603905,0.88,0.12,0.9695256513328511
s1_1.0,200,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015791396022211218,0.08398817224469582,0.006804644888674385,0.91,0.09,0.9842086039777889
s1_2.0,200,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.007245100002009282,0.041348798246444295,0.0016572316423860403,0.91,0.09,0.9927548999979906
