config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.030579265523695498,0.18978013868757568,0.03508140956030679,0.81,1.0,0.9694207344763045
inter_0.25,50,5,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02953613217620632,0.18976320056809665,0.03513768918591735,0.81,1.0,0.9704638678237937
inter_0.5,50,5,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.026153544419253216,0.18707354112047422,0.034312501901663905,0.82,1.0,0.9738464555807468
inter_1.0,50,5,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022233022146510684,0.18259789229772933,0.03284768299780592,0.83,1.0,0.9777669778534893
hete_0.15,50,5,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.026994912834656604,0.18460002915418378,0.0333484454447748,0.82,1.0,0.9730050871653434
hete_0.3,50,5,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.026209125091740892,0.18532572086334967,0.033658704575445675,0.82,1.0,0.9737908749082591
hete_0.5,50,5,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02584792460368801,0.1853674899295346,0.033692991116458175,0.82,1.0,0.974152075396312
noise_0.5,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.026921799123608703,0.18613935471020143,0.03392307610387824,0.82,1.0,0.9730782008763913
noise_1.0,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.025258579893874922,0.1841156691168927,0.033260583756105855,0.83,1.0,0.9747414201061251
noise_2.0,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.024294719732129932,0.18403354577661252,0.03327811256424979,0.83,1.0,0.9757052802678701
rho_0.3,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.023875343657134507,0.18406937842368312,0.0333115040385348,0.83,1.0,0.9761246563428655
rho_0.5,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.021337318356025592,0.1857126845035731,0.03403392003089729,0.83,1.0,0.9786626816439744
rho_0.7,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017617179787638992,0.18551592384863674,0.03410579297774318,0.83,1.0,0.982382820212361
s1_0.5,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.020192258904248805,0.18470884396178613,0.03370962971804325,0.83,1.0,0.9798077410957512
s1_1.0,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.025834456702258146,0.17502260941806955,0.029965494654409272,0.84,1.0,0.9741655432977419
s1_2.0,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.020237437099673516,0.17423555803384475,0.029948475823002037,0.85,1.0,0.9797625629003265
