config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018195411869043276,0.04160670331513407,0.0014000447476694654,0.94,1.0,0.9818045881309567
inter_0.25,800,5,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017268762285840067,0.04605681917523767,0.0018230204416556926,0.94,1.0,0.9827312377141599
inter_0.5,800,5,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014729519108788391,0.05708782420358345,0.0030420609391230875,0.92,1.0,0.9852704808912116
inter_1.0,800,5,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0060944218315698295,0.09027123050807478,0.008111753079980858,0.9,1.0,0.9939055781684302
hete_0.15,800,5,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018676487000645503,0.043432816100354446,0.0015375983477219316,0.94,1.0,0.9813235129993545
hete_0.3,800,5,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.019303060346042455,0.048651525598679135,0.0019943628043559793,0.92,1.0,0.9806969396539575
hete_0.5,800,5,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016787243723209833,0.05780116481305448,0.0030591631019234403,0.92,1.0,0.9832127562767902
noise_0.5,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.011837996114477223,0.02222994520101038,0.0003540323116335408,0.93,1.0,0.9881620038855228
noise_1.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02059279770599276,0.042384169521944424,0.0013723545087049888,0.94,1.0,0.9794072022940072
noise_2.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.030541287905042513,0.07764027577194882,0.00509524215504557,0.94,1.0,0.9694587120949575
rho_0.3,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.02021108804339089,0.042111469901457775,0.0013648878173636858,0.93,1.0,0.9797889119566091
rho_0.5,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.02213109854407047,0.043345462861404234,0.0013890436279020144,0.92,1.0,0.9778689014559295
rho_0.7,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.021157259759723823,0.042589544038178134,0.0013662396208394961,0.94,1.0,0.9788427402402762
s1_0.5,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.03610417289999779,0.07938580235577054,0.004998594314876541,0.93,1.0,0.9638958271000022
s1_1.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.021353132563782795,0.04252920117929289,0.0013527766826622904,0.94,1.0,0.9786468674362172
s1_2.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.0119738532429855,0.021253988046987735,0.00030835884641694186,0.95,1.0,0.9880261467570145
