config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,200,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02481718828363144,0.09045571168506658,0.007566342942146687,0.86,1.0,0.9751828117163686
inter_0.25,200,30,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.023823092876878782,0.09039377255674995,0.00760349436282106,0.86,1.0,0.9761769071231212
inter_0.5,200,30,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.023463007294313498,0.08996522214192992,0.007543228483753799,0.87,1.0,0.9765369927056865
inter_1.0,200,30,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.023799510558772607,0.08985911015441482,0.007508242974906137,0.87,1.0,0.9762004894412274
hete_0.15,200,30,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0241590516908049,0.09010047855273606,0.00753443645683307,0.87,1.0,0.9758409483091951
hete_0.3,200,30,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022037348880847407,0.09043189422453539,0.007692282747341377,0.87,1.0,0.9779626511191526
hete_0.5,200,30,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.023184581749129074,0.09068701898581301,0.007686610581651167,0.87,1.0,0.9768154182508709
noise_0.5,200,30,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.02405352818093942,0.09122474838497399,0.0077433824999505714,0.87,1.0,0.9759464718190606
noise_1.0,200,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02336149432490231,0.09163871993585232,0.007851895574389138,0.87,1.0,0.9766385056750977
noise_2.0,200,30,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.025535229517775426,0.09363686483402893,0.008115814509420739,0.86,1.0,0.9744647704822246
rho_0.3,200,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.02412570082403609,0.09379704899850583,0.00821583696057721,0.86,1.0,0.9758742991759639
rho_0.5,200,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.024440378090484938,0.09394055877621713,0.008227496501982047,0.86,1.0,0.9755596219095151
rho_0.7,200,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02535721076923192,0.09418110633163361,0.00822709265185523,0.86,1.0,0.9746427892307681
s1_0.5,200,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.02020740177233482,0.0944777262605407,0.008517701672973109,0.86,1.0,0.9797925982276652
s1_1.0,200,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.020405232211436752,0.09472240196872339,0.008555959933121757,0.85,1.0,0.9795947677885632
s1_2.0,200,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.02246407899496161,0.09376041979557909,0.008286381475151343,0.86,1.0,0.9775359210050384
