config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014876526675677737,0.04030834377017866,0.001403451531562757,0.93,1.0,0.9851234733243223
inter_0.25,800,5,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014791609641616632,0.040267114232858545,0.0014026487728521187,0.93,1.0,0.9852083903583834
inter_0.5,800,5,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01477741083767925,0.04025556010016046,0.0014021382479120776,0.93,1.0,0.9852225891623207
inter_1.0,800,5,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014968975029938658,0.040083668277131716,0.001382630249104214,0.93,1.0,0.9850310249700613
hete_0.15,800,5,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014859028311460243,0.04004588733674812,0.001382882370226751,0.93,1.0,0.9851409716885398
hete_0.3,800,5,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015170258690657357,0.040004924334048446,0.001370257222231478,0.93,1.0,0.9848297413093426
hete_0.5,800,5,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014808130507333761,0.03977801225180473,0.0013630095295825012,0.93,1.0,0.9851918694926662
noise_0.5,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.015301428891552171,0.03968868398852278,0.0013410579106175958,0.93,1.0,0.9846985711084478
noise_1.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015302452654040954,0.03968907601503535,0.0013410576976980954,0.93,1.0,0.984697547345959
noise_2.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01540834955272341,0.039794905410612695,0.0013462172607006998,0.93,1.0,0.9845916504472766
rho_0.3,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.014847749696122015,0.04028023332190119,0.0014020415254281037,0.93,1.0,0.985152250303878
rho_0.5,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.015035351444726897,0.04045537659746568,0.001410575702576322,0.93,1.0,0.9849646485552731
rho_0.7,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01515574657434926,0.040542889509624015,0.0014140292355636832,0.93,1.0,0.9848442534256507
s1_0.5,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.015546644737350346,0.04059903824849441,0.0014065837441133275,0.93,1.0,0.9844533552626497
s1_1.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015750331697531594,0.04088013369584947,0.0014231123824082648,0.93,1.0,0.9842496683024684
s1_2.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.016095295362093198,0.04110603921492593,0.0014306479271460107,0.93,1.0,0.9839047046379068
