config_name,theta_hat,se,true_effect,true_theta,z,run_id,seed_used,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1
0_base,1.0272975408712253,0.14721153395935388,1.0,1.0,0.18543072092953197,0,60,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9198964009803813,0.10697365584268713,1.0,1.0,-0.7488161303696784,1,61,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9091110941794253,0.11002251608417839,1.0,1.0,-0.8260936856873506,2,62,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0474109229929394,0.1362072524030396,1.0,1.0,0.34807928474065114,3,63,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9801715779500165,0.10662283391992397,1.0,1.0,-0.1859678768703057,4,64,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.931184492018804,0.11342604812392874,1.0,1.0,-0.6066993351122352,5,65,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9136949672494086,0.1115805950699208,1.0,1.0,-0.7734770790253386,6,66,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9706836781992935,0.08215175470654339,1.0,1.0,-0.3568556984014304,7,67,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9382819662148174,0.0895980281464734,1.0,1.0,-0.6888325006917223,8,68,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8942275833008658,0.12573288010282904,1.0,1.0,-0.8412470676932681,9,69,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0607888558512446,0.08359351544690302,1.0,1.0,0.7271958300384735,10,70,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9269730054980178,0.0939694293924135,1.0,1.0,-0.7771356596944281,11,71,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9352190999111877,0.08867362528104163,1.0,1.0,-0.7305543207858723,12,72,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.079109483820713,0.09950150512298088,1.0,1.0,0.7950581624160958,13,73,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.7480256926469061,0.09817492608729525,1.0,1.0,-2.566585149542595,14,74,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9609159290507209,0.09912550513393657,1.0,1.0,-0.39428874431932975,15,75,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.1575029582160388,0.07271975991889618,1.0,1.0,2.1658894142623777,16,76,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.7805868722957755,0.10280408031220059,1.0,1.0,-2.1342842330567007,17,77,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9143710716402524,0.09942465461520694,1.0,1.0,-0.8612444135828123,18,78,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0141759271986033,0.0933296973471353,1.0,1.0,0.15189085148188794,19,79,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.041286998408675,0.06981855749346019,1.0,1.0,0.5913470557242936,20,80,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8572584270739699,0.13216432226591518,1.0,1.0,-1.080031058902821,21,81,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.104850814851486,0.11230967235803184,1.0,1.0,0.9335866862582609,22,82,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9110359128985362,0.09981054242769472,1.0,1.0,-0.891329562364733,23,83,100,20,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
