config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.024191154675013093,0.04962023242563207,0.0018769555014633429,0.81,1.0,0.9758088453249869
inter_0.25,800,3,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02358881973735094,0.04953460385688451,0.0018972445626572443,0.81,1.0,0.9764111802626491
inter_0.5,800,3,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02306409062358139,0.04921189882857536,0.0018898587100211592,0.81,1.0,0.9769359093764186
inter_1.0,800,3,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022422398908622743,0.04877185173941491,0.0018759295492740632,0.81,1.0,0.9775776010913773
hete_0.15,800,3,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022878618305064435,0.04871314074346004,0.0018495389055433176,0.81,1.0,0.9771213816949356
hete_0.3,800,3,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022663366220774583,0.04871199444620748,0.0018592302344704046,0.81,1.0,0.9773366337792254
hete_0.5,800,3,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0233318428857332,0.04796457976489071,0.0017562260195780283,0.82,1.0,0.9766681571142668
noise_0.5,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.0215808731547934,0.04739458589625001,0.0017805126861537473,0.82,1.0,0.9784191268452066
noise_1.0,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.021330528779034075,0.047474634350301546,0.0017988494487016335,0.82,1.0,0.9786694712209659
noise_2.0,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.021455294643013212,0.047622237607617766,0.0018075478465379006,0.82,1.0,0.9785447053569868
rho_0.3,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.02077950258861916,0.047834222996234334,0.0018563251618230428,0.82,1.0,0.9792204974113808
rho_0.5,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.021429265629841043,0.047893753350117745,0.0018345981845276401,0.82,1.0,0.978570734370159
rho_0.7,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022186098311157698,0.04747465609302709,0.0017616200128788367,0.82,1.0,0.9778139016888423
s1_0.5,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.021901319150839926,0.04754975879020134,0.0017813117804593756,0.82,1.0,0.9780986808491601
s1_1.0,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02248218051544215,0.047628598305252914,0.0017630349357942122,0.82,1.0,0.9775178194845578
s1_2.0,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.022706598998524008,0.04767598242140281,0.0017574096617661286,0.82,1.0,0.977293401001476
