config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,50,20,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0005366357863183513,0.169183207142299,0.0286226696009869,0.85,0.15,1.0005366357863184
inter_0.25,50,20,2,100,0.0,0,0.3,0.25,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0086013959864637,0.19971183273124313,0.039810832119956084,0.84,0.16,1.0086013959864637
inter_0.5,50,20,2,100,0.0,0,0.3,0.5,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.014136111469629897,0.25125418692580803,0.06292883680026709,0.85,0.15,1.01413611146963
inter_1.0,50,20,2,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.01935871429847391,0.3819085925851559,0.14547941327108466,0.87,0.13,1.019358714298474
hete_0.15,50,20,2,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.006037718099687561,0.18508974138316242,0.034221758325434656,0.85,0.15,1.0060377180996876
hete_0.3,50,20,2,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.003855109413760438,0.2063418327685358,0.04256209008168632,0.85,0.15,1.0038551094137604
hete_0.5,50,20,2,100,0.0,0,0.3,0.0,0.5,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.004361106956713101,0.24766293107086265,0.06131790817272297,0.85,0.15,1.004361106956713
noise_0.5,50,20,2,100,0.0,0,0.3,0.0,0.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,0.008813418228920789,0.09622493897385138,0.00918156253964355,0.84,0.16,1.0088134182289208
noise_1.0,50,20,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.00038565158852943426,0.16727387605840216,0.02798040088445395,0.87,0.13,1.0003856515885294
noise_2.0,50,20,2,100,0.0,0,0.3,0.0,0.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.004648816079747986,0.30462405372491624,0.09277420261685734,0.91,0.09,0.995351183920252
rho_0.3,50,20,2,100,0.0,0,0.3,0.0,0.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,0.011966402754885364,0.15950628006513828,0.02529905858532619,0.91,0.09,1.0119664027548854
rho_0.5,50,20,2,100,0.0,0,0.3,0.0,0.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,0.0007869889847642586,0.1636608746936492,0.026784262553828198,0.89,0.11,1.0007869889847643
rho_0.7,50,20,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.005456693999909112,0.16796618154779283,0.028182862634337447,0.86,0.14,0.9945433060000909
s1_0.5,50,20,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,0.010378742111578854,0.30271267057036905,0.09152724263602613,0.88,0.12,1.0103787421115789
s1_1.0,50,20,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0032712277295323666,0.16806137158971368,0.02823392368975736,0.86,0.14,0.9967287722704676
s1_2.0,50,20,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.011709795598293216,0.0872655906599435,0.0074781640002750125,0.89,0.11,0.9882902044017068
