config_index,config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
72,s1_0.5,400,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0307268909576998,0.1059996663713807,0.0102917874429176,0.91,1.0,0.9692731090423
