config_index,config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
94,hete_0.3,50,10,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0099805553824599,0.1714925799648455,0.0293100934972566,0.93,0.99,0.99001944461754
