config_index,config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
11,rho_0.7,100,10,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0292399797982806,0.1289699286668444,0.015778266081727,0.9,1.0,0.9707600202017194
