config_index,config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
121,inter_0.5,800,10,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0146225795636659,0.0576528194151562,0.0031100277534208,0.9,1.0,0.985377420436334
