config_name,theta_hat,se,true_effect,true_theta,z,run_id,seed_used,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1
0_base,1.0539999580112174,0.07073329748758132,1.0,1.0,0.7634305189956424,0,60,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9839675624363371,0.07925381277855795,1.0,1.0,-0.2022923188371887,1,61,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9929987749818177,0.07110480959283898,1.0,1.0,-0.09846345216691844,2,62,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0603058885869694,0.07772110505032828,1.0,1.0,0.7759268032527115,3,63,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.0695537645848694,0.06780744161664234,1.0,1.0,1.025754149199436,4,64,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8481982504037683,0.06910476626246803,1.0,1.0,-2.1966900086120082,5,65,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9788414327405911,0.06728075229795273,1.0,1.0,-0.31448172823199433,6,66,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.780350573101113,0.06936396141679006,1.0,1.0,-3.1666217213153462,7,67,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.9666203531477984,0.0668896646715311,1.0,1.0,-0.49902547749515536,8,68,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,0.8798742589020445,0.0730798977505686,1.0,1.0,-1.643759019860162,9,69,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_base,1.1748400683550801,0.07129633331287623,1.0,1.0,2.4523009842289287,10,70,200,5,3,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
