config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02630297070801383,0.08435696774655346,0.006424251739326429,0.89,0.11,0.9736970292919862
inter_0.25,200,5,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0022072567310643,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.019892178463047343,0.0896065310504857,0.008131712836836197,0.9,0.1,0.982315078268017
inter_0.5,200,5,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0041477800127938,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01578432362065763,0.11278859356744442,0.014735942046456982,0.92,0.08,0.9883634563921362
inter_1.0,200,5,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0081599879284249,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.00681188398670189,0.17149630483652334,0.03824142356868894,0.93,0.07,1.0149718719151266
hete_0.15,200,5,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0014729497200399,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022539612253156132,0.08605278300612985,0.0071276118828875875,0.92,0.08,0.9789333374668838
hete_0.3,200,5,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0029526699068592,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.023893723855099577,0.09301813649594415,0.009000970986993723,0.92,0.08,0.9790589460517596
hete_0.5,200,5,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0051040187066524,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.020685606087592723,0.10920074163228319,0.01400446089492923,0.93,0.07,0.9844184126190598
noise_0.5,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.027145262585785025,0.08476065101666845,0.006447502679918238,0.9,0.1,0.972854737414215
noise_1.0,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02595120591582986,0.08247664740637196,0.0061289322789092006,0.91,0.09,0.9740487940841702
noise_2.0,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.027711702949872175,0.0850285945235104,0.006461923406261591,0.9,0.1,0.972288297050128
s1_0.5,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.026513809466015104,0.08417577490882269,0.00638257898910063,0.9,0.1,0.9734861905339851
s1_1.0,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.028061533587716278,0.08236442007762984,0.005996448027429745,0.91,0.09,0.9719384664122839
s1_2.0,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.02957182474074326,0.08338488934634958,0.0060785469528057265,0.91,0.09,0.9704281752592567
ind_nl_mD,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,1.0,0.25,-0.02795430458874164,0.08284622852292318,0.006082054435432269,0.91,0.09,0.9720456954112584
ind_nl_mY,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,2.0,0.0,-0.028886546858726544,0.08324767553788161,0.00609574289303901,0.91,0.09,0.9711134531412733
ind_nl_both,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,2.0,0.0,-0.030467540679328272,0.08195501046716804,0.005788352705627098,0.92,0.08,0.9695324593206717
ind_skew_Dpos,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,4.0,1.0,0.25,-0.031681312949032175,0.08159195366614108,0.005653541312883199,0.92,0.08,0.9683186870509677
ind_skew_Dneg,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,-4.0,1.0,0.25,-0.03189175763627686,0.08176715533279087,0.00566878348608573,0.92,0.08,0.968108242363723
ind_skew_Y,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,4.0,0.0,-0.03293111810458197,0.08183886747315804,0.005613141689671201,0.92,0.08,0.967068881895418
