config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,100,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.025651608991122843,0.12801366980636356,0.015729494613459218,0.88,1.0,0.9743483910088772
inter_0.25,100,3,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02588117501981979,0.12809957559193239,0.01573966604642666,0.88,1.0,0.9741188249801802
inter_0.5,100,3,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.026811426304834685,0.12815904661635463,0.01570588864911338,0.88,1.0,0.9731885736951653
inter_1.0,100,3,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.026097667498516053,0.12826622666721882,0.015771136654583257,0.88,1.0,0.973902332501484
hete_0.15,100,3,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.028784363528072565,0.12813764128737545,0.015590715530975867,0.88,1.0,0.9712156364719274
hete_0.3,100,3,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02733441887054211,0.12714116615799123,0.015417705677023687,0.89,1.0,0.9726655811294579
hete_0.5,100,3,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0256437057233172,0.12678810951101707,0.015417625070153554,0.89,1.0,0.9743562942766828
noise_0.5,100,3,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.0246629002105605,0.12595201296580188,0.015255650923341458,0.89,1.0,0.9753370997894395
noise_1.0,100,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.022316089388408678,0.12599147281019804,0.015375843375291433,0.89,1.0,0.9776839106115913
noise_2.0,100,3,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.02294453115195183,0.12641843726136065,0.015455169769821702,0.89,1.0,0.9770554688480482
rho_0.3,100,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.026461877665542533,0.12829459695567594,0.015759272638433214,0.88,1.0,0.9735381223344575
rho_0.5,100,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.027363082113853965,0.1286822252566062,0.015810376834222425,0.88,1.0,0.972636917886146
rho_0.7,100,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0283911153467461,0.12793786574222302,0.015562042060042837,0.88,1.0,0.9716088846532539
s1_0.5,100,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.028976846434507042,0.12802676939177962,0.015551196051606908,0.88,1.0,0.971023153565493
s1_1.0,100,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.03154616461818094,0.13084507703523643,0.01612527368223959,0.87,1.0,0.9684538353818191
s1_2.0,100,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.03234017954970814,0.13090168386725143,0.01608936362597449,0.87,1.0,0.9676598204502919
