config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,200,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01561326406043817,0.09143784551693333,0.008117105578157598,0.85,1.0,0.9843867359395618
inter_0.25,200,3,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.013537698931562536,0.08968128599371078,0.007859463765124116,0.86,1.0,0.9864623010684375
inter_0.5,200,3,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01461079833990464,0.08917306600113958,0.00773836027191423,0.86,1.0,0.9853892016600954
inter_1.0,200,3,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01613894141676797,0.08915905086031482,0.0076888709202583335,0.86,1.0,0.983861058583232
hete_0.15,200,3,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015647810186046884,0.08972344880489609,0.007805443301826251,0.86,1.0,0.9843521898139531
hete_0.3,200,3,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015469963576025703,0.08963541947165049,0.007795188650815181,0.86,1.0,0.9845300364239743
hete_0.5,200,3,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.012986658528024608,0.08747374750268698,0.007483003202440326,0.87,1.0,0.9870133414719754
noise_0.5,200,3,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.014310272530518087,0.0882830143366063,0.007589106720459739,0.87,1.0,0.9856897274694819
noise_1.0,200,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014039866221119635,0.08817268921606168,0.007577305280085271,0.87,1.0,0.9859601337788804
noise_2.0,200,3,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0153354472815177,0.08841309146736655,0.007581698799492715,0.87,1.0,0.9846645527184823
rho_0.3,200,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.014242459134979013,0.0884676121417952,0.007623670755859564,0.87,1.0,0.985757540865021
rho_0.5,200,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.014200780357148113,0.08844858769417342,0.007621490502341916,0.87,1.0,0.9857992196428519
rho_0.7,200,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.013836614581345219,0.08873995311525368,0.007683327375824723,0.87,1.0,0.9861633854186548
s1_0.5,200,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.013187577226533742,0.08801108883616067,0.007572039565020775,0.87,1.0,0.9868124227734663
s1_1.0,200,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.011646901877333082,0.08670502388945794,0.007382110844331246,0.88,1.0,0.9883530981226669
s1_2.0,200,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.011657893712261558,0.08670751559349228,0.0073822867745893216,0.88,1.0,0.9883421062877384
