config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0012685436195021271,0.11203345711522436,0.012549886310274235,0.87,1.0,1.0012685436195021
inter_0.25,100,5,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0005170087126891154,0.11382032906707898,0.012954800010929144,0.86,1.0,0.9994829912873109
inter_0.5,100,5,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0010576240391325653,0.11353211219514528,0.012888421930882904,0.86,1.0,0.9989423759608674
inter_1.0,100,5,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0022773876899649936,0.11371507123681707,0.012925930931703977,0.86,1.0,0.997722612310035
hete_0.15,100,5,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.003034153492173508,0.11335078488908248,0.012839194347556983,0.86,1.0,0.9969658465078265
hete_0.3,100,5,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.001636047085273984,0.11207079002933679,0.012557185327734461,0.87,1.0,0.998363952914726
hete_0.5,100,5,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0035587575561826235,0.110178534729456,0.012126644759786255,0.88,1.0,0.9964412424438174
noise_0.5,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.0033593625017144246,0.11020514363342493,0.012133888366845895,0.88,1.0,0.9966406374982856
noise_1.0,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0011377767186345755,0.11149684220448393,0.012430251285710115,0.88,1.0,0.9988622232813654
noise_2.0,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0031199484669117705,0.1113173991772485,0.012381829281150702,0.88,1.0,0.9968800515330882
rho_0.3,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.002409800874825452,0.11107355154043869,0.012331526711550182,0.88,1.0,0.9975901991251745
rho_0.5,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.0021606734243795334,0.11080893356764493,0.012273951248751929,0.88,1.0,0.9978393265756205
rho_0.7,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0011282009361979206,0.11340283189285229,0.012858929443966079,0.87,1.0,1.001128200936198
s1_0.5,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,0.00032052215127587047,0.11298232179633357,0.012764902304040808,0.87,1.0,1.0003205221512759
s1_1.0,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0004010976659926113,0.11225501757923032,0.012601028092375642,0.87,1.0,0.9995989023340074
s1_2.0,100,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.001965696983716514,0.1106699531568582,0.012243974567109392,0.88,1.0,0.9980343030162835
