config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01639454323495404,0.06257460141604684,0.0036467996944943536,0.89,1.0,0.983605456765046
inter_0.25,400,3,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018021739112692337,0.06137525050744204,0.00344213829420532,0.9,1.0,0.9819782608873077
inter_0.5,400,3,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.018581134235761798,0.06043532461396414,0.0033071699117078147,0.91,1.0,0.9814188657642382
inter_1.0,400,3,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016192760150307794,0.05781024991126391,0.0030798195135173906,0.92,1.0,0.9838072398496922
hete_0.15,400,3,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016115410386581486,0.05775215421050698,0.003075604864026239,0.92,1.0,0.9838845896134185
hete_0.3,400,3,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01534658076168871,0.05738974614251786,0.0030580654212276127,0.92,1.0,0.9846534192383113
hete_0.5,400,3,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016337376633922984,0.05709859640813201,0.0029933398365000895,0.92,1.0,0.983662623366077
noise_0.5,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.01756635649644478,0.05784217461004259,0.003037140283058466,0.92,1.0,0.9824336435035552
noise_1.0,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016944093567733187,0.05755019987703206,0.00302492319905424,0.92,1.0,0.9830559064322668
noise_2.0,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01624531656581185,0.05735884581658068,0.003026126883086831,0.92,1.0,0.9837546834341881
rho_0.3,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.017148642363465583,0.05765533559215364,0.00303006178733381,0.92,1.0,0.9828513576365344
rho_0.5,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.016163247091020017,0.058295472593250595,0.003137111568345058,0.92,1.0,0.98383675290898
rho_0.7,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.0170562717916396,0.05926177474881548,0.0032210415389490594,0.91,1.0,0.9829437282083604
s1_0.5,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.017198638124253485,0.059305651959619524,0.0032213672010264938,0.91,1.0,0.9828013618757465
s1_1.0,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01714310006394304,0.059405495496691815,0.0032351270154051155,0.91,1.0,0.982856899936057
s1_2.0,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.018040106525957222,0.05993296290075262,0.003266514598595108,0.91,1.0,0.9819598934740428
