config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate,rho,s1,a0,a1,b0,b1
noise_2.0,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0242947197321299,0.1840335457766125,0.0332781125642497,0.83,1.0,0.97570528026787,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0238753436571345,0.1840693784236831,0.0333115040385348,0.83,1.0,0.9761246563428656,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0213373183560255,0.1857126845035731,0.0340339200308972,0.83,1.0,0.9786626816439744,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0176171797876389,0.1855159238486367,0.0341057929777431,0.83,1.0,0.982382820212361,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0201922589042488,0.1847088439617861,0.0337096297180432,0.83,1.0,0.9798077410957512,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0258344567022581,0.1750226094180695,0.0299654946544092,0.84,1.0,0.974165543297742,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0202374370996735,0.1742355580338447,0.029948475823002,0.85,1.0,0.9797625629003264,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0239151112258477,0.0457943992310931,0.001525194455992,0.87,1.0,0.9760848887741522,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,800,3,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.024124292200075,0.0477519690770774,0.0016982690765835,0.89,1.0,0.9758757077999248,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,800,3,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0208739873840591,0.0540741655871337,0.0024882920346349,0.92,1.0,0.9791260126159408,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,800,3,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.0131425456499597,0.0771440686199885,0.0057784808170842,0.94,1.0,0.9868574543500402,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,800,3,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0240159511242202,0.0465873694635361,0.001593617085131,0.85,1.0,0.9759840488757796,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,800,3,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0228273963263435,0.0480728789402644,0.0017899116665653,0.9,1.0,0.9771726036736564,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,800,3,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.0190470176306182,0.0527944170964419,0.002424461595932,0.92,1.0,0.9809529823693818,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.0132665743884349,0.0235750205540988,0.0003797795981223,0.88,1.0,0.9867334256115652,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.023471949294723,0.0444201714849393,0.0014222192310573,0.87,1.0,0.9765280507052768,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0369607347418032,0.0826278431725387,0.0054612645546917,0.88,1.0,0.9630392652581968,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0241371991564672,0.043414239911359,0.001302191843962,0.86,1.0,0.9758628008435328,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0224927860799365,0.0442951381684449,0.0014561338397238,0.86,1.0,0.9775072139200636,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.024619707375143,0.0446950263227277,0.0013915153867516,0.86,1.0,0.9753802926248568,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0437837125002201,0.0825107753153794,0.0048910145628431,0.9,1.0,0.9562162874997798,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0252191610037259,0.0447555888305344,0.001367056649836,0.86,1.0,0.974780838996274,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,800,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0132117600615265,0.0234310211527891,0.000374462148339,0.86,1.0,0.9867882399384734,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.024191154675013,0.049620232425632,0.0018769555014633,0.81,1.0,0.9758088453249868,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,800,3,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.0235888197373509,0.0495346038568845,0.0018972445626572,0.81,1.0,0.9764111802626492,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,800,3,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0230640906235813,0.0492118988285753,0.0018898587100211,0.81,1.0,0.9769359093764186,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,800,3,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.0224223989086227,0.0487718517394149,0.001875929549274,0.81,1.0,0.9775776010913771,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,800,3,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0228786183050644,0.04871314074346,0.0018495389055433,0.81,1.0,0.9771213816949356,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,800,3,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0226633662207745,0.0487119944462074,0.0018592302344704,0.81,1.0,0.9773366337792254,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,800,3,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.0233318428857332,0.0479645797648907,0.001756226019578,0.82,1.0,0.9766681571142668,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.0215808731547934,0.04739458589625,0.0017805126861537,0.82,1.0,0.9784191268452066,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.021330528779034,0.0474746343503015,0.0017988494487016,0.82,1.0,0.978669471220966,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0214552946430132,0.0476222376076177,0.0018075478465379,0.82,1.0,0.9785447053569868,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0207795025886191,0.0478342229962343,0.001856325161823,0.82,1.0,0.9792204974113808,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.021429265629841,0.0478937533501177,0.0018345981845276,0.82,1.0,0.978570734370159,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0221860983111576,0.047474656093027,0.0017616200128788,0.82,1.0,0.9778139016888424,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0219013191508399,0.0475497587902013,0.0017813117804593,0.82,1.0,0.97809868084916,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0224821805154421,0.0476285983052529,0.0017630349357942,0.82,1.0,0.9775178194845578,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,800,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.022706598998524,0.0476759824214028,0.0017574096617661,0.82,1.0,0.977293401001476,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0181954118690432,0.041606703315134,0.0014000447476694,0.94,1.0,0.9818045881309568,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,800,5,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.01726876228584,0.0460568191752376,0.0018230204416556,0.94,1.0,0.98273123771416,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,800,5,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0147295191087883,0.0570878242035834,0.003042060939123,0.92,1.0,0.9852704808912116,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,800,5,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.0060944218315698,0.0902712305080747,0.0081117530799808,0.9,1.0,0.9939055781684302,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,800,5,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0186764870006455,0.0434328161003544,0.0015375983477219,0.94,1.0,0.9813235129993544,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,800,5,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0193030603460424,0.0486515255986791,0.0019943628043559,0.92,1.0,0.9806969396539575,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,800,5,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.0167872437232098,0.0578011648130544,0.0030591631019234,0.92,1.0,0.9832127562767902,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.0118379961144772,0.0222299452010103,0.0003540323116335,0.93,1.0,0.9881620038855228,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0205927977059927,0.0423841695219444,0.0013723545087049,0.94,1.0,0.9794072022940072,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0305412879050425,0.0776402757719488,0.0050952421550455,0.94,1.0,0.9694587120949576,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0202110880433908,0.0421114699014577,0.0013648878173636,0.93,1.0,0.9797889119566092,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0221310985440704,0.0433454628614042,0.001389043627902,0.92,1.0,0.9778689014559296,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0211572597597238,0.0425895440381781,0.0013662396208394,0.94,1.0,0.9788427402402762,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0361041728999977,0.0793858023557705,0.0049985943148765,0.93,1.0,0.9638958271000022,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0213531325637827,0.0425292011792928,0.0013527766826622,0.94,1.0,0.9786468674362172,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,800,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0119738532429855,0.0212539880469877,0.0003083588464169,0.95,1.0,0.9880261467570144,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0148765266756777,0.0403083437701786,0.0014034515315627,0.93,1.0,0.9851234733243224,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,800,5,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.0147916096416166,0.0402671142328585,0.0014026487728521,0.93,1.0,0.9852083903583834,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,800,5,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0147774108376792,0.0402555601001604,0.001402138247912,0.93,1.0,0.9852225891623207,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,800,5,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.0149689750299386,0.0400836682771317,0.0013826302491042,0.93,1.0,0.9850310249700612,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,800,5,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0148590283114602,0.0400458873367481,0.0013828823702267,0.93,1.0,0.9851409716885398,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,800,5,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0151702586906573,0.0400049243340484,0.0013702572222314,0.93,1.0,0.9848297413093426,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,800,5,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.0148081305073337,0.0397780122518047,0.0013630095295825,0.93,1.0,0.9851918694926662,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.0153014288915521,0.0396886839885227,0.0013410579106175,0.93,1.0,0.9846985711084478,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0153024526540409,0.0396890760150353,0.001341057697698,0.93,1.0,0.984697547345959,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0154083495527234,0.0397949054106126,0.0013462172607006,0.93,1.0,0.9845916504472766,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.014847749696122,0.0402802333219011,0.0014020415254281,0.93,1.0,0.985152250303878,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0150353514447268,0.0404553765974656,0.0014105757025763,0.93,1.0,0.9849646485552732,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0151557465743492,0.040542889509624,0.0014140292355636,0.93,1.0,0.9848442534256509,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0155466447373503,0.0405990382484944,0.0014065837441133,0.93,1.0,0.9844533552626497,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0157503316975315,0.0408801336958494,0.0014231123824082,0.93,1.0,0.9842496683024684,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,800,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0160952953620931,0.0411060392149259,0.001430647927146,0.93,1.0,0.9839047046379068,0.7,2.0,1.0,0.25,1.0,0.25
