config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate,rho,s1,a0,a1,b0,b1
rho_0.3,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0265138094660148,0.0841757749088226,0.0063825789891006,0.9,1.0,0.9734861905339852,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0280615335877161,0.0823644200776298,0.0059964480274297,0.91,1.0,0.971938466412284,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0295718247407431,0.0833848893463495,0.0060785469528057,0.91,1.0,0.9704281752592568,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0279543045887415,0.0828462285229232,0.0060820544354322,0.91,1.0,0.9720456954112584,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0288865468587267,0.0832476755378816,0.006095742893039,0.91,1.0,0.9711134531412732,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,200,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0304675406793283,0.081955010467168,0.0057883527056271,0.92,1.0,0.9695324593206716,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0199433798901437,0.0644532344805694,0.0037564810335646,0.85,1.0,0.9800566201098564,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,400,3,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.0189015464083799,0.0721304904777673,0.0048455391999351,0.89,1.0,0.98109845359162,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,400,3,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.015834348180833,0.0837534050648037,0.0067639062776372,0.9,1.0,0.9841656518191668,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,400,3,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.0084846777805351,0.1200369390854352,0.0143368769879609,0.88,1.0,0.9915153222194648,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,400,3,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0178393988416816,0.0676872880213988,0.0042633248086592,0.89,1.0,0.9821606011583184,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,400,3,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0177215150236886,0.0737224540310064,0.005120948133619,0.87,1.0,0.9822784849763112,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,400,3,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.0170142923824602,0.0849733602621299,0.0069309858089618,0.89,1.0,0.9829857076175398,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.010448772702403,0.0329081209335584,0.0009737675723912,0.9,1.0,0.9895512272975968,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0184954126725274,0.0642328791709137,0.0037837824766581,0.85,1.0,0.9815045873274726,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0317691512099657,0.1273388633556319,0.0152059071521026,0.88,1.0,0.9682308487900344,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0212402189280663,0.0642201479782264,0.0036730805062331,0.88,1.0,0.9787597810719336,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0208189784095773,0.0643905977021132,0.0037127192104169,0.88,1.0,0.9791810215904226,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0200838126252436,0.0666562865399297,0.0040397010057273,0.84,1.0,0.9799161873747564,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.03760490893815,0.127348826149773,0.0148035943454785,0.87,1.0,0.96239509106185,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0223447899952635,0.067669093160834,0.0040798165292772,0.83,1.0,0.9776552100047364,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,400,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0122576675027594,0.0341816856346647,0.0010181372202188,0.85,1.0,0.9877423324972404,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.016394543234954,0.0625746014160468,0.0036467996944943,0.89,1.0,0.983605456765046,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,400,3,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.0180217391126923,0.061375250507442,0.0034421382942053,0.9,1.0,0.9819782608873076,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,400,3,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0185811342357617,0.0604353246139641,0.0033071699117078,0.91,1.0,0.9814188657642382,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,400,3,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.0161927601503077,0.0578102499112639,0.0030798195135173,0.92,1.0,0.9838072398496922,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,400,3,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0161154103865814,0.0577521542105069,0.0030756048640262,0.92,1.0,0.9838845896134184,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,400,3,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0153465807616887,0.0573897461425178,0.0030580654212276,0.92,1.0,0.9846534192383112,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,400,3,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.0163373766339229,0.057098596408132,0.0029933398365,0.92,1.0,0.983662623366077,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.0175663564964447,0.0578421746100425,0.0030371402830584,0.92,1.0,0.9824336435035552,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0169440935677331,0.057550199877032,0.0030249231990542,0.92,1.0,0.9830559064322668,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0162453165658118,0.0573588458165806,0.0030261268830868,0.92,1.0,0.983754683434188,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0171486423634655,0.0576553355921536,0.0030300617873338,0.92,1.0,0.9828513576365344,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.01616324709102,0.0582954725932505,0.003137111568345,0.92,1.0,0.98383675290898,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0170562717916396,0.0592617747488154,0.003221041538949,0.91,1.0,0.9829437282083604,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0171986381242534,0.0593056519596195,0.0032213672010264,0.91,1.0,0.9828013618757464,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.017143100063943,0.0594054954966918,0.0032351270154051,0.91,1.0,0.982856899936057,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,400,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0180401065259572,0.0599329629007526,0.0032665145985951,0.91,1.0,0.9819598934740428,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0082763685166485,0.0543437567932066,0.0028847456265758,0.92,1.0,0.9917236314833514,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,400,5,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.0049692340193918,0.0590243882901471,0.0034591851262865,0.95,1.0,0.995030765980608,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,400,5,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0012997598054651,0.0776425653833945,0.0060266785837627,0.89,1.0,0.9987002401945348,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,400,5,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.012868469575666,0.1236687251579502,0.0151283560729727,0.89,1.0,1.012868469575666,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,400,5,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0083957131245492,0.0566686031618241,0.0031408425854425,0.93,1.0,0.9916042868754508,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,400,5,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0072575728221927,0.0651416091094852,0.0041907568741035,0.94,1.0,0.9927424271778073,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,400,5,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.0045484630184191,0.0793601008361637,0.0062773370888961,0.88,1.0,0.9954515369815808,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.0066577171090176,0.0290891547695206,0.0008018537281014,0.91,1.0,0.9933422828909824,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0120780367789515,0.0549177970360356,0.0028700854588575,0.92,1.0,0.9879219632210484,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0150641960857043,0.1057220293981227,0.0109502174963489,0.93,1.0,0.9849358039142956,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0144498397315107,0.0556953091458327,0.0028931695925835,0.92,1.0,0.9855501602684892,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.010435898857247,0.0589699169536673,0.0033685431205637,0.92,1.0,0.989564101142753,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0115405857019343,0.0552725378832921,0.0029218683257162,0.93,1.0,0.9884594142980656,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0178188593152817,0.1058246454914921,0.0108813438461021,0.91,1.0,0.9821811406847184,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0109219797778747,0.0547662080262601,0.0028800478993072,0.94,1.0,0.9890780202221252,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,400,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0062848759511423,0.0298926020051509,0.0008540679889171,0.94,1.0,0.9937151240488576,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,400,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0180620633374922,0.068665137324488,0.0043886629517832,0.88,1.0,0.9819379366625076,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,400,5,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.0177933465310985,0.068723841002237,0.0044063631413249,0.88,1.0,0.9822066534689016,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,400,5,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0175090941128717,0.06859194912144,0.0043982871076248,0.88,1.0,0.9824909058871284,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,400,5,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.0167356632133324,0.0683623209746678,0.0043933245058534,0.88,1.0,0.9832643367866676,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,400,5,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0174117845366583,0.068124380135935,0.0043377609281543,0.88,1.0,0.9825882154633416,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,400,5,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0179999228319946,0.0686011631836122,0.0043821223681868,0.88,1.0,0.9820000771680052,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,400,5,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.0182263978771445,0.068749167489866,0.0043942464509736,0.88,1.0,0.9817736021228556,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,400,5,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.0195774187791056,0.0687811061200999,0.0043475652330519,0.88,1.0,0.9804225812208944,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,400,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0183778447980632,0.0682697697436568,0.0043230162814302,0.88,1.0,0.9816221552019369,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,400,5,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0205490093686315,0.0686811211924711,0.0042948346222227,0.87,1.0,0.9794509906313684,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,400,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0199855066283285,0.0680833961738136,0.0042359283593694,0.87,1.0,0.9800144933716716,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,400,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0211969599571698,0.0673750146067623,0.0040900814818355,0.87,1.0,0.97880304004283,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,400,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0216784281267209,0.0676194947790237,0.004102441828125,0.87,1.0,0.9783215718732792,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,400,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0216059431420038,0.0675801835571505,0.0041002644305626,0.87,1.0,0.9783940568579962,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,400,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0205186448844426,0.0689761511857764,0.0043366946445092,0.86,1.0,0.9794813551155572,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,400,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0195104079249844,0.0677403851021918,0.0042081037563939,0.87,1.0,0.9804895920750156,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0428731752351638,0.2025826406979514,0.0392016171574102,0.88,1.0,0.957126824764836,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,50,3,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.0406214224653774,0.2168857589384582,0.0453893324672003,0.84,0.99,0.9593785775346224,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,50,3,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0388795844878405,0.2520304229233328,0.0620077119889668,0.85,0.98,0.9611204155121594,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,50,3,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.035388269600201,0.3604098288779158,0.128642915126512,0.84,0.9,0.964611730399799,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,50,3,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0419909626480016,0.2087941835467069,0.04183177013883,0.82,0.99,0.9580090373519984,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,50,3,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0351201524629206,0.2156285452535861,0.045262244419159,0.85,1.0,0.9648798475370792,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,50,3,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.038531761200374,0.2405149667438568,0.0563627526065959,0.86,0.99,0.961468238799626,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.014528577612745,0.0981238941633939,0.0094172190383393,0.85,1.0,0.9854714223872548,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0450730168444046,0.1911305339353365,0.0344993041549508,0.89,1.0,0.9549269831555952,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0952393311392348,0.3775908151133292,0.1335042934620995,0.86,0.78,0.9047606688607652,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0440092421711797,0.1979012906678308,0.0372281074515117,0.83,1.0,0.9559907578288204,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0427003478078445,0.1979870033269573,0.0373755337834777,0.83,1.0,0.9572996521921554,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0446386860219639,0.190599243150988,0.034335459199962,0.9,1.0,0.955361313978036,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0833310907864692,0.3638770967143662,0.1254624708216133,0.84,0.87,0.9166689092135308,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0459122821671464,0.1915421631801277,0.034580462621927,0.9,1.0,0.9540877178328536,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,50,3,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0278045197834346,0.0973377601526377,0.008701548231145,0.86,1.0,0.9721954802165652,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0108021036995529,0.1790447478638535,0.0319403362932949,0.83,1.0,0.9891978963004472,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,50,3,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.0127562362922829,0.1798390815380615,0.0321793736841089,0.83,1.0,0.987243763707717,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,50,3,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0140145256775459,0.1782747447125199,0.0315854776723475,0.83,1.0,0.985985474322454,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,50,3,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.0139706363560214,0.1782070084703111,0.0315625591877453,0.83,1.0,0.9860293636439784,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,50,3,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0164816768645502,0.1775670593185185,0.0312584148827588,0.83,1.0,0.9835183231354496,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,50,3,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0173611654037774,0.1775072782499802,0.0312074237675385,0.83,1.0,0.9826388345962226,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,50,3,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.0178379995887648,0.1782489810364702,0.0314545050112111,0.83,1.0,0.9821620004112352,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.0179149639764389,0.1782738938395964,0.0314606352904545,0.83,1.0,0.982085036023561,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.01526958538158,0.1786165182405662,0.0316707003506571,0.83,1.0,0.98473041461842,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,-0.0193545488636732,0.1812501215246285,0.0324770079909763,0.82,1.0,0.9806454511363268,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0242199808746315,0.1806002316761855,0.0320298362079243,0.82,1.0,0.9757800191253684,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0237275412638854,0.1803219173482468,0.0319529976617185,0.82,1.0,0.9762724587361146,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.024812618178946,0.1805868403628053,0.0319959408913272,0.82,1.0,0.975187381821054,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0220154580354682,0.1797274376464968,0.0318172714504639,0.83,1.0,0.9779845419645318,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.023533250912334,0.1797475790650271,0.0317553782812353,0.83,1.0,0.976466749087666,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,50,3,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0219009353844086,0.1788564991784508,0.0315099963276591,0.83,1.0,0.9780990646155914,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,50,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.010295154746563,0.1726968973757567,0.0297182281519569,0.86,1.0,1.010295154746563,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,50,5,2,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.0021782972175407,0.188312607084598,0.0354568930082302,0.88,1.0,0.9978217027824592,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,50,5,2,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0239910568200393,0.2313447277768576,0.052944812262806,0.89,0.97,0.9760089431799608,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,50,5,2,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.0523474730983621,0.3618753060675416,0.1282134792016931,0.95,0.81,0.9476525269016378,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,50,5,2,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.001819334359741,0.1847018226420348,0.0341114533097771,0.88,1.0,0.998180665640259,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,50,5,2,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0062973647655084,0.1984924584761025,0.0393595992688974,0.88,1.0,0.9937026352344916,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,50,5,2,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.0194972183349547,0.2326103588712766,0.0537274375314232,0.9,0.97,0.9805027816650452,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,50,5,2,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.0116644889474348,0.096853741237641,0.009244586889323,0.85,1.0,1.0116644889474349,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,50,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.0058482535013102,0.1777539536520802,0.0315622659699302,0.86,1.0,1.0058482535013102,0.7,1.0,1.0,0.25,1.0,0.25
noise_2.0,50,5,2,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.0089201769869786,0.3367018779337667,0.1132885850466461,0.87,0.87,1.008920176986979,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.3,50,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.0092448675405227,0.1737689946446819,0.0301101959239817,0.87,1.0,1.0092448675405228,0.3,1.0,1.0,0.25,1.0,0.25
rho_0.5,50,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.0092430421277969,0.1735640629535401,0.0300390501211642,0.84,1.0,1.009243042127797,0.5,1.0,1.0,0.25,1.0,0.25
rho_0.7,50,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.0070796212496975,0.176346722034121,0.0310480453351403,0.87,1.0,1.0070796212496975,0.7,1.0,1.0,0.25,1.0,0.25
s1_0.5,50,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.0365828288233063,0.3141615765062836,0.0973591927881982,0.86,0.95,1.0365828288233063,0.7,0.5,1.0,0.25,1.0,0.25
s1_1.0,50,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.0074931081041504,0.1757214469329428,0.0308218802431465,0.87,1.0,1.0074931081041505,0.7,1.0,1.0,0.25,1.0,0.25
s1_2.0,50,5,2,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.0043450525986714,0.0910475788444132,0.0082707821313444,0.85,1.0,1.0043450525986717,0.7,2.0,1.0,0.25,1.0,0.25
0_基准,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0305792655236954,0.1897801386875756,0.0350814095603067,0.81,1.0,0.9694207344763044,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.25,50,5,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,-0.0295361321762063,0.1897632005680966,0.0351376891859173,0.81,1.0,0.9704638678237936,0.7,1.0,1.0,0.25,1.0,0.25
inter_0.5,50,5,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.0261535444192532,0.1870735411204742,0.0343125019016639,0.82,1.0,0.9738464555807468,0.7,1.0,1.0,0.25,1.0,0.25
inter_1.0,50,5,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,-0.0222330221465106,0.1825978922977293,0.0328476829978059,0.83,1.0,0.9777669778534892,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.15,50,5,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,-0.0269949128346566,0.1846000291541837,0.0333484454447748,0.82,1.0,0.9730050871653434,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.3,50,5,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.0262091250917408,0.1853257208633496,0.0336587045754456,0.82,1.0,0.9737908749082592,0.7,1.0,1.0,0.25,1.0,0.25
hete_0.5,50,5,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,-0.025847924603688,0.1853674899295346,0.0336929911164581,0.82,1.0,0.974152075396312,0.7,1.0,1.0,0.25,1.0,0.25
noise_0.5,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,-0.0269217991236087,0.1861393547102014,0.0339230761038782,0.82,1.0,0.9730782008763912,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,50,5,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.0252585798938749,0.1841156691168927,0.0332605837561058,0.83,1.0,0.9747414201061252,0.7,1.0,1.0,0.25,1.0,0.25
