config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate,rho,s1,a0,a1,b0,b1
s1_0.5,100,10,2,100,0.0,0.0,0,0.3,0.0,1.0,-0.0566218686585199,0.2388663765467201,0.0538511098341768,0.91,0.09,0.94337813134148,0.7,0.5,1.0,0.25,1.0,0.25
s1_0.5,100,10,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0596801586555298,0.1368954110370386,0.0151786322258505,0.84,0.16,0.94031984134447,0.7,0.5,1.0,0.25,1.0,0.25
s1_0.5,100,20,2,100,0.0,0.0,0,0.3,0.0,1.0,0.0142233122767014,0.2190153249465775,0.0477654099493343,0.93,0.07,1.0142233122767017,0.7,0.5,1.0,0.25,1.0,0.25
s1_0.5,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0272380877468026,0.1115130274439602,0.0116932418656149,0.89,0.11,0.9727619122531972,0.7,0.5,1.0,0.25,1.0,0.25
s1_0.5,100,30,2,100,0.0,0.0,0,0.3,0.0,1.0,0.000509586171483,0.213819654305421,0.0457185848892236,0.9,0.1,1.000509586171483,0.7,0.5,1.0,0.25,1.0,0.25
s1_0.5,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0071993967152619,0.1083379979465794,0.0116852904860093,0.92,0.08,0.992800603284738,0.7,0.5,1.0,0.25,1.0,0.25
s1_0.5,200,10,2,100,0.0,0.0,0,0.3,0.0,1.0,-0.0463932114516362,0.1534013681986027,0.021379649696407,0.92,0.08,0.9536067885483638,0.7,0.5,1.0,0.25,1.0,0.25
s1_0.5,200,10,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0213824600792392,0.0781280780757855,0.0056467869847757,0.92,0.08,0.9786175399207608,0.7,0.5,1.0,0.25,1.0,0.25
s1_0.5,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,0.0140725879172822,0.1548513801207477,0.0237809121946106,0.91,0.09,1.0140725879172825,0.7,0.5,1.0,0.25,1.0,0.25
s1_0.5,200,20,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0162077544005643,0.0775236245818232,0.0057472210655944,0.94,0.06,0.9837922455994356,0.7,0.5,1.0,0.25,1.0,0.25
