config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate,rho,s1,a0,a1,b0,b1
rho_0.7,100,10,2,100,0.0,0.0,0,0.3,0.0,1.0,-0.0292399797982806,0.1289699286668444,0.015778266081727,0.9,0.1,0.9707600202017194,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.7,100,10,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0590299671090628,0.1368188210647562,0.0152348527806527,0.84,0.16,0.9409700328909372,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.7,100,20,2,100,0.0,0.0,0,0.3,0.0,1.0,0.0002001481255038,0.115580450284271,0.0133588004286427,0.92,0.08,1.0002001481255038,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.7,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0267427379062588,0.1111145342707522,0.0116312656954833,0.89,0.11,0.9732572620937412,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.7,100,30,2,100,0.0,0.0,0,0.3,0.0,1.0,-0.0105322362362444,0.1217294196482824,0.0147071236077715,0.89,0.11,0.9894677637637556,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.7,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0028858955284217,0.1092991134174745,0.011937967800845,0.93,0.07,0.9971141044715782,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.7,200,10,2,100,0.0,0.0,0,0.3,0.0,1.0,-0.0240662733198671,0.0786605578474653,0.0056082978493678,0.94,0.06,0.9759337266801328,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.7,200,10,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0233889156879096,0.081145700698416,0.0060375833647807,0.91,0.09,0.9766110843120904,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.7,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,0.0009517889572092,0.07605925342497,0.0057841041293447,0.95,0.05,1.0009517889572093,0.7,1.0,1.0,0.25,1.0,0.25
rho_0.7,200,20,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0167153109287326,0.077757331964373,0.0057668010547735,0.94,0.06,0.9832846890712672,0.7,1.0,1.0,0.25,1.0,0.25
