config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate,rho,s1,a0,a1,b0,b1
noise_1.0,100,10,2,100,0.0,0.0,0,0.3,0.0,1.0,-0.0304894959027057,0.1296277870383225,0.0158737538120515,0.9,0.1,0.9695105040972942,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,100,10,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0584257423939656,0.1351182689824608,0.0148433792385305,0.85,0.15,0.9415742576060344,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,100,20,2,100,0.0,0.0,0,0.3,0.0,1.0,0.0018434760426833,0.1137795159292762,0.0129423798411804,0.92,0.08,1.001843476042683,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,100,20,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0321082989173022,0.1058796943995716,0.0101795668267838,0.91,0.09,0.9678917010826976,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,100,30,2,100,0.0,0.0,0,0.3,0.0,1.0,-0.0115505486452919,0.1217073447631093,0.0146792625952791,0.89,0.11,0.988449451354708,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,100,30,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0019416404854338,0.1093183316440401,0.0119467276656616,0.93,0.07,0.998058359514566,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,200,10,2,100,0.0,0.0,0,0.3,0.0,1.0,-0.0245375532764063,0.0767398958981009,0.0052869201016588,0.94,0.06,0.9754624467235936,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,200,10,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0206979132635999,0.0792505205149767,0.0058522413884272,0.92,0.08,0.9793020867364,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,200,20,2,100,0.0,0.0,0,0.3,0.0,1.0,0.0023893304306885,0.0770828171842352,0.0059360518051512,0.94,0.06,1.0023893304306886,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,200,20,3,100,0.0,0.0,0,0.3,0.0,1.0,-0.0159539985560599,0.0762808007799575,0.0055642304977048,0.95,0.05,0.98404600144394,0.7,1.0,1.0,0.25,1.0,0.25
noise_1.0,200,30,2,100,0.0,0.0,0,0.3,0.0,1.0,-0.0273986584516411,0.0828533731820268,0.0061139949626905,0.93,0.07,0.9726013415483588,0.7,1.0,1.0,0.25,1.0,0.25
