config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,true_theta,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_base,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.02398473684463176,0.17560898937860747,0.03026324954906964,0.82,0.18,1.0239847368446318
inter_0.25,50,20,3,100,0.0,0.25,0,0.3,0.0,1.0,0.9985144850539501,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.011286136905243207,0.20187904446306604,0.045855994320398545,0.82,0.18,1.0098006219591933
inter_0.5,50,20,3,100,0.0,0.5,0,0.3,0.0,1.0,0.9959922761173875,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01535443785362018,0.24917855029411054,0.07872175116093062,0.89,0.11,0.9806378382637672
inter_1.0,50,20,3,100,0.0,1.0,0,0.3,0.0,1.0,0.9887598150243772,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.06253709742526276,0.3717822913387445,0.18421923190580544,0.89,0.11,0.9262227175991145
hete_0.15,50,20,3,100,0.0,0.0,0,0.3,0.15,1.0,0.9992058247264446,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.015113669859960089,0.18281140958725914,0.035689162315590585,0.85,0.15,1.014319494586405
hete_0.3,50,20,3,100,0.0,0.0,0,0.3,0.3,1.0,0.9981336655002248,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.0055529229393111714,0.20210215911757545,0.04758206123709103,0.86,0.14,1.003686588439536
hete_0.5,50,20,3,100,0.0,0.0,0,0.3,0.5,1.0,0.9975707580097758,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.012401273158673147,0.24677455293074851,0.07639205290565036,0.89,0.11,0.9851694848511023
noise_0.5,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,0.026837255585152563,0.17603696952990244,0.030268776353928998,0.81,0.19,1.0268372555851526
noise_1.0,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.02784770809655168,0.1743563652041451,0.029624647240970473,0.82,0.18,1.0278477080965516
noise_2.0,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,0.027214030330551208,0.17491558429863094,0.029854858183699304,0.82,0.18,1.027214030330551
s1_0.5,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,0.02979629074752123,0.17068076156913614,0.02824410342750948,0.83,0.17,1.029796290747521
s1_1.0,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,0.029761979500248514,0.17068175108745676,0.02824648473050734,0.83,0.17,1.0297619795002484
s1_2.0,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,0.030021390271417446,0.17095135116200164,0.028323080590285245,0.83,0.17,1.0300213902714175
ind_nl_mD,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,1.0,0.25,0.027645935200720038,0.1716957989800564,0.028715149654277523,0.83,0.17,1.02764593520072
ind_nl_mY,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.25,2.0,0.0,0.030764583394566673,0.16770579766898783,0.027178774980350245,0.84,0.16,1.030764583394567
ind_nl_both,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,1.0,0.0,2.0,2.0,0.0,0.032252330530870316,0.16881020661676005,0.02745667303332071,0.84,0.16,1.0322523305308704
ind_skew_Dpos,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,4.0,1.0,0.25,0.03011556952040668,0.17015116824859525,0.02804447252882332,0.84,0.16,1.0301155695204067
ind_skew_Dneg,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,1.0,0.7,0.2,0.0,-4.0,1.0,0.25,0.02691026988775258,0.16675266006107028,0.02708228701201119,0.84,0.16,1.0269102698877526
ind_skew_Y,50,20,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,0.7,1.0,1.0,0.25,4.0,0.0,0.022502502047943476,0.16465082535610084,0.026603531692027515,0.85,0.15,1.0225025020479435
