config_name,theta_hat,se,true_effect,z,run_id,seed_used,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1
0_基准,1.1860488773739302,0.15254993261541394,1.0,1.2195933107552972,0,60,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.3973218807526684,0.1401220433034743,1.0,2.8355415849321752,1,61,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9792638496141746,0.10581733418121932,1.0,-0.19596175377385128,2,62,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9866767620749269,0.15731473849435304,1.0,-0.0846916064736764,3,63,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.027549715952404,0.10078178859804697,1.0,0.27336006172982286,4,64,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9366039936611636,0.11256001134818315,1.0,-0.5632196157366471,5,65,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.7491553798556186,0.11945421379772132,1.0,-2.0999227416887187,6,66,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.294590850565057,0.10891252835447379,1.0,2.7048389658741776,7,67,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9524879674799611,0.14832725505647448,1.0,-0.32031896297109413,8,68,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0256388041886726,0.1258524272622971,1.0,0.20372117365076417,9,69,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.8005334100196208,0.12840222316875477,1.0,-1.5534512180387012,10,70,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0064770809555459,0.14644295406282842,1.0,0.04422937926236469,11,71,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0268435124853554,0.1403871856935178,1.0,0.19121056065585695,12,72,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9690970678370885,0.1219727518449813,1.0,-0.25335930931678036,13,73,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.1271294973045294,0.09480537701203788,1.0,1.3409523943814616,14,74,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0402230091621956,0.1083799173381786,1.0,0.3711297272601476,15,75,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.8700391194421806,0.14450815306598913,1.0,-0.8993325137750064,16,76,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9900207714005174,0.18891693071944593,1.0,-0.05282336824698072,17,77,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.021971807212892,0.11082897246549532,1.0,0.19824966995640592,18,78,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.2136367197978937,0.12835592659829181,1.0,1.6644086912052005,19,79,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9738966033457899,0.1173933028994528,1.0,-0.22235848220888424,20,80,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.303483185193003,0.12643939196163748,1.0,2.400226547159305,21,81,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.8495219791768723,0.10566249469385149,1.0,-1.4241384443848835,22,82,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9085187636114137,0.12122285779892954,1.0,-0.7546533553954387,23,83,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0794763027280045,0.13289944913358762,1.0,0.5980183006486107,24,84,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0048102076944072,0.11214565894716917,1.0,0.04289250016064604,25,85,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.923192694107325,0.16737887123873388,1.0,-0.45888292425585864,26,86,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.9018249457941347,0.15635340461803715,1.0,-0.6279048060750679,27,87,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.8025374882475642,0.11479163340365416,1.0,-1.720182089038468,28,88,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.3578530515735414,0.17588999587229512,1.0,2.0345276023166234,29,89,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,1.0668019325021103,0.14255919537701847,1.0,0.46859083572576926,30,90,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.913672387283702,0.0912872075430733,1.0,-0.9456704289652503,31,91,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
0_基准,0.8532135909274283,0.09255707717554071,1.0,-1.5859015166844714,32,92,50,30,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25
