config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,sparse_k,skewness,interaction,heterogeneous,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,800,10,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01245875675126984,0.04375880696930801,0.0017596125675898519,0.88,0.12,0.9875412432487302
inter_0.25,800,10,2,100,0.0,0,0.3,0.25,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01396176199201482,0.047959847283049944,0.002105216153491807,0.9,0.1,0.9860382380079852
inter_0.5,800,10,2,100,0.0,0,0.3,0.5,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014622579563665972,0.05765281941515624,0.0031100277534208682,0.9,0.1,0.985377420436334
inter_1.0,800,10,2,100,0.0,0,0.3,1.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.006025995757534819,0.082982317778544,0.006849752439029433,0.92,0.08,0.9939740042424652
hete_0.15,800,10,2,100,0.0,0,0.3,0.0,0.15,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01275396128081896,0.04598151176437664,0.0019516358957848753,0.89,0.11,0.987246038719181
hete_0.3,800,10,2,100,0.0,0,0.3,0.0,0.3,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.012384496396279143,0.048164816004824085,0.0021664737497891066,0.92,0.08,0.9876155036037209
hete_0.5,800,10,2,100,0.0,0,0.3,0.0,0.5,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.011638243801263326,0.05598347596446918,0.0029987008622866557,0.92,0.08,0.9883617561987367
noise_0.5,800,10,2,100,0.0,0,0.3,0.0,0.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.007449283002875506,0.023846981114675522,0.0005131866910267606,0.88,0.12,0.9925507169971245
noise_1.0,800,10,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.010952673897644871,0.04305812860799774,0.0017340413737147202,0.88,0.12,0.9890473261023551
noise_2.0,800,10,2,100,0.0,0,0.3,0.0,0.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.016315924809665483,0.08484171525609781,0.006931907245202126,0.9,0.1,0.9836840751903345
rho_0.3,800,10,2,100,0.0,0,0.3,0.0,0.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.01342049311655591,0.042755360700013484,0.0016479112330967335,0.9,0.1,0.9865795068834441
rho_0.5,800,10,2,100,0.0,0,0.3,0.0,0.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.01281891416215064,0.04215957489331803,0.0016131051948887047,0.92,0.08,0.9871810858378494
rho_0.7,800,10,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.011727687657082098,0.04292438447740969,0.0017049641249824135,0.89,0.11,0.9882723123429179
s1_0.5,800,10,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.018881681614523305,0.08186023212185677,0.006344579702452053,0.89,0.11,0.9811183183854767
s1_1.0,800,10,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.011069343455264558,0.04267008595944452,0.0016982058712557743,0.89,0.11,0.9889306565447354
s1_2.0,800,10,2,100,0.0,0,0.3,0.0,0.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.006745707961549385,0.022750545017514882,0.00047208272269145775,0.89,0.11,0.9932542920384506
