config_name,nonlinearity,interaction,sparse_beta,skewness_level,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,False,False,False,0.3,False,1.0,1.0,-0.015619957061287604,0.1056169673253994,0.010910960728418016,0.92,1.0,0.9843800429387124
1_非线性,True,False,False,0.3,False,1.0,1.0,-0.01739456130973105,0.12451267837828527,0.015200836313776311,0.84,1.0,0.982605438690269
2_交互,False,True,False,0.3,False,1.0,1.0,-0.011924069733105447,0.10675734454289328,0.011254947174850065,0.94,1.0,0.9880759302668946
3_稀疏性,False,False,True,0.3,False,1.0,1.0,-0.02261876767102422,0.1069196051647596,0.010920193317632321,0.92,1.0,0.9773812323289758
4_偏态,False,False,False,2.0,False,1.0,1.0,-0.02118709565235133,0.10690685309606328,0.010980182216721368,0.92,1.0,0.9788129043476487
5_异质性,False,False,False,0.3,True,1.0,1.0,-0.01703285117412856,0.1091090429079326,0.011614665225165067,0.92,1.0,0.9829671488258714
