config_name,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,0.0,0.0,0,0.3,0.0,1.0,1.0,-0.03423818607366058,0.08471040239651002,0.006003598888564038,0.86,1.0,0.9657618139263394
1_非线性,1.0,0.0,0,0.3,0.0,1.0,1.0,-0.037237663423969614,0.08545029076009561,0.005915108613708046,0.86,1.0,0.9627623365760304
2_交互,0.0,0.5,0,0.3,0.0,1.0,1.0,-0.037100784333521486,0.08543008822605896,0.00592183177614974,0.86,1.0,0.9628992156664785
3_稀疏性,0.0,0.0,5,0.3,0.0,1.0,1.0,-0.03648099769004087,0.08549168507507333,0.005977965024514732,0.86,1.0,0.9635190023099591
4_偏态,0.0,0.0,0,2.0,0.0,1.0,1.0,-0.036466268641071165,0.08550213775685385,0.0059808268123892235,0.86,1.0,0.9635337313589288
5_异质性,0.0,0.0,0,0.3,0.3,1.0,1.0,-0.03666601875726583,0.08535117937862854,0.005940426889814662,0.86,1.0,0.9633339812427342
